transcript_id,LNCaP_DHT_RNA_rep1,LNCaP_DHT_RNA_rep2,LNCaP_Veh_RNA_rep1,LNCaP_Veh_RNA_rep2
NR_123730,129,103,64,84
NR_123731,114,99,106,94
NR_123732,0,0,0,0
NR_123733,0,0,0,0
NM_001077594,10,5,6,0
NR_125858,29,32,17,23
NM_001164840,49,53,48,49
NM_001164841,115,111,10,14
NM_001040272,5,4,3,0
NM_003932,75888,72013,84798,90853
NM_006725,0,0,0,0
NM_001007524_2,5,7,4,5
NM_006726,154084,26012,131757,131382
NM_001009909,34386,28928,26297,27827
NM_003931,179,225,1024,282
NM_006720,3040,25401,3025,2951
NM_001009905,284,304,281,299
NM_003937,0,0,0,0
NM_001194946,38045,40078,26070,26808
NM_016952,6857,5427,5299,5412
NM_016953,76,74,52,85
NM_016950,0,0,0,0
NM_016951,750,751,1598,838
NM_001281971_13,0,0,0,0
NM_016954,0,0,0,0
NM_016955,9224,9376,8566,9101
NM_001080951,0,22,0,0
NM_001080950,41539,41670,39316,41089
NM_001080953,0,0,0,0
NM_001080952,10,0,0,0
NM_001080955,0,0,0,0
NM_001080954,0,0,0,0
NM_001159746_2,3680,2968,3782,3097
NM_138639,171,95,187,286
NM_153697,213,251,208,308
NM_001284207,180,1007,561,424
NM_001284206,4592,6148,3785,4815
NM_001284204,772,793,917,828
NM_001284203,740,755,732,695
NM_001284202,839,968,859,831
NM_001284201,2552,2474,1899,2200
NM_001143993_2,250,210,235,271
NM_001284209,1165,1266,2808,1742
NM_001284208,398,436,467,350
NM_001166036,11,1626,1,8
NM_001008,30843,30250,26186,26865
NM_001009,78532,77382,64363,65774
NM_004078,10078,9666,7472,8331
NM_004079,7,27,31,18
NM_001004,66859,64165,47035,48738
NM_001005,60992,88994,82812,79855
NM_004074,1942,2003,1503,1510
NM_004075,6870,6799,6471,6370
NM_001000,26183,25521,24396,25013
NM_001001,58750,57629,46121,47076
NM_004070,0,0,0,0
NM_001003,43678,42792,25973,27491
NM_001291696_18,0,0,0,0
NM_181270,0,0,0,0
NM_181271,0,0,0,0
NM_181272,0,0,0,0
NM_000758,0,0,0,0
NM_000757,116,118,262,123
NM_000756,0,0,0,0
NM_000755,5167,4930,4529,4909
NM_000754,7250,9647,7238,6627
NM_000751,0,15,14,0
NM_000750,0,0,0,0
NM_001304550,14364,14534,9553,10432
NM_001282311,500,489,390,413
NM_000594_2,0,0,0,0
NM_001010909_3,0,0,0,0
NM_001010909_2,0,0,0,0
NM_001010909_5,0,0,0,0
NM_001010909_4,0,0,0,0
NM_009587,0,0,0,0
NM_009586,166,287,199,466
NM_009588,0,0,0,0
NM_021253_7,287,246,38,345
NM_031244,961,629,923,845
NR_031708,0,0,0,0
NM_001031812,10217,10280,5396,5117
NM_001252618,0,0,0,0
NM_000513_3,0,0,0,0
NR_028295,0,0,2,2
NR_028294,0,0,0,0
NM_004698,16882,16369,16583,16956
NM_004699,3959,3593,3494,3712
NM_001201338,7229,2536,2652,13202
NM_001201339,3961,7512,710,2713
NR_028293,0,0,0,0
NR_028292,0,0,0,0
NM_001201334,321,131,80,107
NM_004693,34,28,45,43
NM_004690,24343,23808,21405,22837
NM_004691,11914,11986,9725,10373
NM_004696,58,89,37,32
NM_004697,9244,8191,7403,8287
NM_004694,1697,945,494,1133
NM_004695,0,0,0,0
NM_198948,116,148,123,103
NM_198949,91,140,96,99
NM_001282919,2267,540,1725,572
NM_001282918,13694,14461,6374,13736
NR_002454_2,7,13,9,10
NM_001282915,3688,4223,2986,5719
NM_024706,614,570,502,613
NM_001282917,933,542,146,452
NM_001282916,3476,1162,3197,984
NM_198944,2,0,1,2
NM_001282910,346,190,255,252
NM_001282913,813,763,323,1365
NR_047033,2,1,0,1
NR_026947,2608,2474,2384,2416
NR_026946,0,0,0,0
NR_026945,0,0,0,0
NR_026943,9228,9309,8730,8534
NM_024704,2384,1948,2222,2301
NR_026941,598,628,490,542
NR_026940,148,157,0,9
NM_001164446,2463,2425,1813,1854
NM_024705,235,205,186,277
NM_001243224,109,161,128,58
NM_001243225,976,1089,894,986
NR_026949,0,0,0,0
NM_001243227,0,0,7,0
NM_006690,2697,2730,2470,2460
NM_006691,0,0,0,0
NM_006693,731,868,519,764
NM_006694,22651,22402,21789,22313
NM_006695,54,57,57,55
NM_006696,7478,8850,8320,8514
NR_104998,0,0,0,0
NM_006698,4595,2697,3884,4035
NM_006699,42055,41514,44797,46516
NM_013974,387,327,427,263
NM_030904_2,0,0,0,0
NM_030904_3,0,0,0,0
NR_110152,602,551,641,663
NR_110153,779,772,765,767
NR_110150,0,0,0,0
NR_110151,0,0,0,0
NR_110156,0,0,0,0
NR_110157,2,0,0,0
NR_110154,69,61,66,81
NR_110155,0,0,0,9
NR_034005,0,2,0,0
NR_110158,0,0,0,0
NR_110159,0,0,0,0
NM_006346,1323,1287,1458,1384
NM_006347,2814,2859,2569,2580
NM_001286113,0,0,0,0
NR_104666,0,0,0,0
NM_001286115,0,0,0,0
NR_104660,13,12,0,0
NR_104663,33,25,19,12
NM_006341,1566,1539,1351,1371
NM_001286119,78,85,31,53
NM_001286118,1084,1204,1469,1400
NR_104669,8,8,6,6
NR_104668,13,6,0,6
NM_006348,12355,11618,10620,11160
NM_006349,5294,5280,4709,4861
NM_001290113_2,0,0,0,0
NM_013941_8,0,0,0,0
NM_013941_2,0,0,0,0
NM_013941_3,0,0,0,0
NM_013941_4,0,0,0,0
NM_013941_5,0,0,0,0
NM_013941_6,0,0,0,0
NM_013941_7,0,0,0,0
NM_001683,0,0,0,0
NM_001291695_35,0,0,0,0
NM_001282537_2,155,182,161,157
NM_001190487_2,2620,2877,2429,2397
NM_138343,15,17,43,30
NM_001001850,4683,4617,4944,5158
NM_001288_5,6165,5974,5890,6043
NM_001006939,0,0,0,0
NM_001288_4,6218,6060,5969,6101
NM_014260_5,204,262,221,152
NR_033368,124,153,136,113
NM_001900,0,0,0,0
NM_001252377,10,8,5,26
NM_001193376,0,0,11,0
NM_001287242,14898,15319,13483,13893
NM_001287243,294,266,247,242
NM_001287240,37,0,0,0
NM_001287241,141,0,198,0
NM_001287246,0,0,4,2
NM_001287247,0,0,0,0
NM_001287244,3,2,2,3
NM_001287245,908,912,915,889
NM_001287248,0,5,5,0
NM_001287249,74,1,0,8
NM_001286688,0,0,0,0
NM_013289_8,0,0,0,0
NR_036650_2,135,158,123,145
NR_110480,19,17,21,20
NR_110481,0,0,0,0
NM_001199237_3,12,13,11,11
NM_001122634,168,177,22,89
NM_001122633,11854,12092,10161,5990
NM_001199237_4,13,15,12,12
NM_001122631,0,0,0,0
NM_001122630,83,46,6,85
NM_057090,45,107,74,125
NM_057091,71,0,0,0
NM_057092,252,142,110,79
NM_057093,0,0,0,6
NM_057094,0,0,0,0
NR_045901,549,226,1228,1306
NM_057096,0,0,0,0
NM_001130173,222,16,11,19
NM_001130172,0,81,0,0
NM_025211,1046,1048,1156,927
NM_024318_2,0,0,0,0
NM_021967_4,162,154,128,325
NM_022977,54,39,24,39
NM_021967_3,995,1150,652,984
NM_021967_2,88,71,58,154
NM_207645,0,0,0,0
NM_022124,69,53,56,43
NM_022126,892,1003,898,951
NM_022127,0,0,0,0
NM_022120,64,65,61,76
NM_022121,8813,9111,7341,7448
NM_022122,2,0,0,0
NM_022123,0,0,0,0
NM_022128,820,750,747,781
NM_022129,644,652,540,578
NR_106892_3,3,2,3,3
NR_106892_2,3,2,3,3
NR_038255_2,0,0,7,0
NR_106892_4,3,2,2,3
NM_007194,1709,1158,907,788
NM_001013399,32,53,37,45
NM_001204199,1222,1262,1181,1471
NM_001204197,1,2,0,0
NM_001204196,176,0,307,402
NM_001204194,583,1007,827,816
NM_001204193,1539,17,55,26
NM_001204192,0,34,0,0
NM_001204191,0,0,0,0
NM_001204190,0,0,0,0
NR_024532,3113,3156,3167,3513
NM_001293171_2,2,0,0,0
NM_015555,1396,1820,1619,2796
NM_173473,1359,1163,1347,866
NM_173472,14,14,9,9
NM_173471,1712,1874,1928,1917
NM_173470,6719,6544,5207,5441
NM_173477,23,22,15,11
NM_173475,4251,3697,3625,3638
NM_173474,712,909,638,703
NM_001243804,1119,717,815,422
NM_173479,724,741,657,647
NM_173478,999,1195,922,930
NM_001242780_2,5,7,3,5
NM_022780,62084,60991,59435,61152
NM_201436,3553,3451,1997,3555
NM_201435,304,257,311,258
NM_001135937,10417,9943,10393,9820
NM_201433,11,12,19,12
NM_201432,0,0,0,0
NM_022786,5695,5544,5426,5703
NM_022787,5822,5916,6731,6923
NM_001267042,730,896,780,683
NM_001267043,241,179,239,68
NM_001267040,1278,694,2133,2255
NM_001267041,750,971,976,920
NM_001267046,454,978,974,0
NM_001267047,0,2,1,2
NM_201439,3542,4602,2905,3357
NM_201438,51,24,25,72
NM_182756,70,29,41,56
NM_182757,2623,2662,2754,2952
NM_182755,12,15,530,149
NM_182752,3690,3548,3263,3314
NM_030958,1748,1284,3419,2664
NM_182751,1484,2617,2118,2546
NM_030956,6,0,3,2
NM_030957,0,0,0,0
NM_030954,843,593,514,973
NM_030955,26,37,25,29
NM_030952,939,887,977,998
NM_030953,900,1834,1119,1099
NM_182758,0,0,0,0
NM_182759,0,0,0,0
NM_001300886,1,46,21,0
NM_001300887,5564,5563,5751,5113
NM_001134337,436,667,432,343
NM_001168368,51,56,45,53
NM_001300883,3201,3247,3509,3823
NM_001300881,173,150,58,139
NM_001168363,2988,0,0,0
NM_001168362,828,6936,7534,7471
NM_054013,2953,4071,2871,2907
NM_054012,13210,12188,10531,11092
NM_054014,254,268,177,219
NM_001300888,424,301,424,422
NM_054016,4980,4930,3414,5510
NM_001206843,0,0,0,0
NM_020787,2591,2741,2943,3079
NM_020784,6552,4015,5810,6175
NM_001206840,1134,93,901,645
NM_020782,17354,16961,17038,17532
NM_020783,82073,79620,78489,80143
NM_020780,21,14,12,14
NM_001206844,4718,6906,5542,4234
NR_029462_4,0,0,0,0
NR_029462_5,0,0,0,0
NR_029462_6,0,0,0,0
NR_029462_7,0,0,0,0
NR_029462_2,0,0,0,0
NM_020789,0,526,0,370
NM_198207,951,883,890,878
NM_022877,8,22,5,8
NM_198205,2064,2173,2811,2480
NM_198204,1106,1223,774,1198
NM_022872,223,190,160,306
NM_022873,20,28,42,28
NM_001135685,2,0,0,0
NM_001018161,2431,2134,2163,2573
NM_174938,786,426,924,876
NM_006187,1368,1429,1245,1179
NM_007191,0,0,0,0
NR_109931,0,0,0,0
NM_001082618,0,0,0,0
NM_001082619,0,2,3,0
NM_021785,0,0,0,0
NM_021784,0,0,0,0
NM_153033,1698,1616,1489,1486
NM_021783,0,0,0,0
NR_046592,53,50,41,43
NR_046593,3,0,0,3
NR_046590,0,0,0,0
NR_046591,0,0,0,0
NR_046596,0,0,0,0
NM_020439,12,0,0,0
NM_020435,7,12,0,12
NM_020436,10,14,36,49
NM_020437,258,304,312,330
NM_020431,1609,1454,1383,1491
NM_020432,7,14,3,6
NM_020433,0,0,3,0
NM_001303281,1213,1208,1341,728
NM_001303280,12,9,9,11
NM_001303282,1609,1530,1225,1884
NM_207351,656,680,566,641
NR_024408,1916,1925,1714,1895
NR_024409,29,12,15,29
NM_001130442_2,275,314,242,236
NM_203365,417,850,304,325
NM_203364,7181,6543,7042,6372
NR_024406,0,0,0,0
NR_024407,1495,1431,1541,1597
NM_183404,158,7,162,198
NR_024402,588,536,511,541
NR_024403,1565,1685,1652,1611
NM_001278589,39629,43219,31264,28251
NM_002128,27914,27905,26727,28269
NM_002129,6761,6580,6038,6206
NM_002126,1623,1590,1329,1314
NM_002127,0,0,0,0
NM_002124,0,0,0,0
NM_001278580,0,0,0,325
NM_002122,0,0,0,0
NM_001278586,0,89,0,28
NM_001278585,0,0,0,0
NM_002121,2,2,2,2
NM_001242630,45,104,1,238
NM_001199821,26,26,14,15
NM_001199822,717,679,629,650
NM_001199823,421,549,611,764
NM_001199824,0,0,0,0
NM_001242636,0,0,0,0
NM_001242637,0,0,0,0
NM_001199828,5,4,0,5
NM_001199829,0,0,0,0
NM_001024736,10725,9821,8602,9245
NM_022833,14281,13943,12405,12774
NM_001024732,1132,1382,1376,1426
NM_016212_4,22,35,0,0
NM_016212_5,19,45,0,0
NM_016212_6,0,0,8,0
NR_121191,0,0,0,0
NR_121196,0,0,0,0
NR_121197,0,27,0,24
NM_016212_2,7,0,8,0
NM_016212_3,12,15,11,0
NM_080684,1713,2050,1662,1430
NM_153716_2,2,0,0,8
NM_001007551,0,0,0,3
NM_002695,7404,7777,6799,6960
NM_002696,2339,2328,2499,2465
NM_002697,1529,1266,1234,1306
NM_002690,3650,3503,3157,3165
NM_002691,2246,2245,1169,2031
NM_002692,5461,3850,3948,240
NM_002693,2372,2746,2203,2406
NM_002698,0,0,0,0
NM_002699,4,3,2,4
NR_024276,0,0,0,0
NM_006047,28133,23467,22558,24669
NM_001001925,2049,1182,1562,1819
NM_001174105,0,0,0,0
NM_001261444,14,5,0,16
NM_001261445,59507,28082,29068,30877
NM_001261446,2100,5075,6545,8012
NM_001261447,0,0,0,0
NM_001261440,1205,1059,1272,1037
NM_001261441,46,521,85,573
NM_001261442,0,0,0,0
NM_001261443,0,0,0,0
NM_001261448,0,0,0,0
NM_207299,6,8,9,5
NM_001256312,186,203,206,165
NM_001145093,0,0,0,0
NM_001145095,0,0,0,0
NM_001145097,224,0,0,0
NM_207291,2288,2449,2275,3624
NR_072999,0,0,0,0
NM_207293,337,196,412,418
NM_207292,11364,10396,10388,10486
NM_207295,42,30,47,41
NM_207294,41,31,44,38
NM_207297,129,54,55,96
NM_133278,0,0,0,0
NM_001080138_4,0,0,0,0
NM_001080138_5,0,0,0,0
NM_001080138_6,0,0,0,0
NM_001080138_7,0,0,0,0
NM_001080138_2,0,0,0,0
NM_001080138_3,0,0,0,0
NM_001039693,794,618,864,655
NM_001039690,2482,3272,2405,2374
NR_024274,0,3,10,11
NM_001080138_8,0,0,0,0
NM_001039697,12553,12504,12932,13638
NM_005471,6728,6676,6212,6292
NM_005470,1369,0,1337,0
NM_005472,0,0,2,0
NM_005475,2708,2604,2371,2585
NM_005474,0,1874,1721,1624
NM_005477,4,4,4,4
NM_001243926,174,107,105,120
NM_005479,1161,1181,1197,1211
NM_005478,24,10,13,8
NM_005577,66,65,57,62
NM_001243925,5572,657,5215,5090
NM_001302621,12,0,0,0
NM_001302622,0,0,0,0
NM_001302623,859,65,85,631
NM_001302625,0,0,0,0
NM_080841,14,11,55,47
NM_080840,30930,29822,25433,26515
NM_001199951_2,0,0,0,0
NR_132652,0,0,0,0
NM_001256329,2,4,0,0
NM_023921_3,6,5,4,4
NM_023921_2,6,5,4,4
NR_038170,3907,4392,3500,3076
NR_038174,0,0,0,0
NR_038177,2284,2038,1810,1515
NM_207128,121,0,92,230
NM_207127,0,0,0,0
NM_207123,1565,2142,1550,1540
NM_207122,7978,10997,8756,8221
NM_207121,0,0,0,0
NM_001039960,48,29,26,25
NM_001110303,1457,1494,993,1059
NM_001270585,0,0,0,0
NM_001270584,0,0,0,0
NM_001190233,159,173,180,115
NR_002714,0,0,0,0
NR_002715,7121964,6703279,7295346,5744065
NR_002716,309,296,320,346
NR_002717,48,57,63,55
NM_080599,205,247,93,1506
NM_080598,970,764,810,815
NR_002712,0,0,0,0
NR_002713,33,39,54,42
NM_080594,10588,10624,7916,9268
NM_080597,14667,14008,13113,13072
NM_080596,7643,7268,6683,6852
NM_080591,0,0,0,0
NR_002719,237,196,198,184
NM_080593,11184,11125,9675,10168
NM_080592,5424,4625,5900,6380
NM_001178061,265,277,218,241
NM_175921,12211,11882,10891,11161
NR_001524_2,0,0,0,0
NM_001159352,21,21,32,24
NM_001159353,0,0,0,0
NM_001271183,0,0,0,0
NM_001271184,0,0,0,0
NM_001258460,0,0,0,0
NM_001271186,3,0,0,0
NM_001271187,0,0,0,1
NM_003305,0,0,0,0
NM_139278,16,22,9,16
NM_001258461,405,352,516,577
NM_001163545_2,679,389,347,1074
NR_024553,1331,504,1049,813
NR_024550,2819,2941,3634,2673
NM_001136218,100,172,315,126
NR_024554,0,2,0,0
NR_024555,0,0,0,0
NM_001145143,0,0,0,0
NR_049742,3827,5082,5050,6094
NR_049743,139,89,76,303
NR_049741,9003,8910,9226,9900
NR_108027,0,0,0,0
NR_108025,0,0,0,0
NR_108024,0,0,0,0
NR_049748,1,1,1,1
NR_049749,2,896,1032,959
NM_001185158,0,0,0,0
NM_001289160_6,0,0,0,0
NM_001289160_7,0,0,0,0
NM_001289160_4,0,0,0,0
NM_001289160_5,0,0,0,0
NM_001289160_2,0,0,0,0
NM_001289160_3,0,0,0,0
NM_001144059,5,0,7,0
NM_001144058,0,0,0,0
NM_001004334_2,44,58,46,44
NM_001301709,0,0,0,0
NM_001289160_8,0,0,0,0
NR_029850,0,0,1,0
NR_029852,0,0,0,0
NM_012295,7309,7278,6036,6422
NR_003047,95,92,102,102
NR_003046,24,36,32,42
NR_003045,803,888,808,893
NR_003044,26,19,25,25
NR_003043,44,43,34,37
NR_003042,80,76,55,65
NM_033199,0,8,0,5
NM_033198,7800,7570,6436,6597
NM_173860,567,593,461,477
NM_033196,1702,1590,1396,1754
NM_033195,28,18,27,14
NM_033194,12,8,11,7
NR_003049,0,0,0,0
NR_003048,3,1,3,1
NM_001270639,154,106,116,80
NM_001254750,0,0,0,0
NR_029859,2,2,1,4
NM_001018111,4628,4636,42,4344
NM_001018112,227,220,162,162
NM_001165903,0,0,0,0
NM_001018115,12083,11945,11078,11617
NM_001018116,54,51,42,42
NM_001042416,10,182,9,0
NM_001254753,209,282,155,617
NM_001271664_3,0,0,0,0
NR_001527,11,0,5,8
NM_001913,867,1210,738,651
NM_001290259,36449,35979,37245,39081
NM_001290258,0,0,0,0
NM_018339,8082,8280,7996,8201
NM_001304717,28055,27778,27249,28925
NM_001304718,1663,2062,2596,1920
NM_001290252,0,0,0,0
NM_001290255,93,72,76,101
NM_001136215,33,0,0,0
NM_001290257,2065,1147,2119,444
NM_001290256,0,11,0,0
NM_138501,4147,6428,3461,3367
NR_024217_3,0,0,0,0
NR_024217_2,0,0,0,0
NR_102705,611,1014,555,665
NR_102706,1069,621,833,762
NR_102707,0,0,0,0
NR_102700,0,0,0,0
NR_102701,0,0,0,0
NM_001572,93,90,0,21
NR_102703,9,7,9,6
NR_102708,2,6,4,0
NR_102709,20,0,12,19
NM_000227,115,82,140,21
NR_109869,0,0,0,0
NM_001164530,229,0,0,15
NM_000224,51785,49889,45296,45672
NM_000223,0,1,0,0
NM_001164537,12,45,0,100
NM_001161726,12406,11424,10645,13042
NM_001161727,8601,5034,2915,3082
NM_001161728,39,1359,527,483
NM_001161729,192,2019,4392,4636
NM_001164538,6,0,9,0
NM_001164539,0,0,0,0
NR_109864,0,13,0,9
NM_014480,21051,20372,20354,20933
NM_000229,267,243,193,198
NM_000228,8,3,13,5
NM_001169111,18,8,6,6
NM_001169110,1,1,1,1
NM_001169117,18,258,19,268
NR_111932_2,7,7,4,5
NM_004761_4,1471,1438,1239,1266
NM_004761_5,1456,1437,1256,1336
NM_001169118,1908,1613,1736,1904
NM_004761_2,1451,1426,1240,1327
NM_004761_3,1455,1428,1227,1305
NM_001042665,4,113,0,2
NM_001042664,19,140,392,456
NR_046929,1,0,0,0
NR_046928,0,0,0,0
NM_001198690,0,0,0,0
NM_001042663,0,253,0,0
NM_014485,11,13,9,13
NM_001042669,72,98,38,38
NM_198137,0,0,0,0
NM_001163692,28,35,25,34
NM_001114108,0,0,0,0
NM_001013698,181,174,274,284
NM_001013699,1279,1244,1330,1396
NM_153443_4,0,0,0,0
NM_001114106,81,98,416,292
NM_001114107,82,102,113,0
NM_001114100,0,268,0,0
NM_001013693,5,8,7,9
NM_001013690,13,10,17,9
NM_153443_5,0,0,0,0
NM_152633,189,183,67,192
NM_153443_6,0,0,0,0
NM_001129838,0,0,0,0
NM_153443_7,0,0,0,0
NM_001204066,0,0,0,3
NM_017515,10439,10243,9313,9502
NM_017514,1870,1700,1508,1483
NM_017516,0,6,0,8
NM_001204065,0,0,0,0
NM_017512,4788,5239,4444,4546
NM_152637,0,7,4,6
NM_017519,9527,4705,9069,9328
NM_017518,1063,1153,884,985
NM_001297708,7906,8909,8814,8709
NM_001297709,0,0,0,0
NR_000028,50,50,63,52
NR_000029,241,270,168,197
NR_038958,203,200,223,216
NR_000024,41,27,26,29
NR_000025,67,77,85,109
NR_000026,53,59,40,50
NM_001297701,399,343,274,265
NR_038953,571,594,541,517
NM_001297707,9330,7927,9925,9398
NM_001297704,0,0,0,0
NM_001297705,134,136,89,110
NM_006108,88,73,71,85
NM_006109,7122,7528,5741,6175
NR_049830_2,1,0,0,0
NM_006100,0,7,3,9
NM_006101,4218,4309,4052,4134
NM_006103,0,0,0,0
NM_006105,0,24,0,0
NM_006106,2758,1471,2498,1506
NM_006107,2435,2434,3454,2855
NR_104467,0,0,0,0
NM_001040437_4,126,156,102,120
NR_104464,62,38,11,6
NR_104463,262,277,145,178
NM_001293286,1120,2242,2048,5009
NR_104461,4,4,6,2
NM_001293289,0,3,0,5
NM_001168647,436,729,0,559
NR_104469,0,0,0,0
NR_030232,0,0,0,0
NM_001195677,96,18,20,56
NM_001199125,10,156,4,277
NM_001291661,118,116,92,95
NM_001080429,16,211,6,128
NM_001199120,0,52,1,1
NR_036260_2,0,0,0,0
NR_036260_3,0,0,0,0
NM_001080425,2558,2305,2400,2491
NM_001080424,2792,2718,2351,2483
NM_001080427,4,0,4,0
NM_001080426,906,865,296,309
NM_001080421,507,498,574,609
NM_001080423,0,5,3,4
NM_001026383,0,93,0,3
NM_001145295,350,215,145,201
NM_007118,34640,33913,30439,30976
NM_001257096,93,70,98,101
NM_001257097,75,16,28,168
NR_033488_5,6,38,26,8
NR_033488_4,7,24,12,7
NR_033488_3,6,38,25,8
NR_033488_2,6,36,12,7
NM_001257098,859,0,0,239
NM_001282171_16,0,0,0,0
NM_001012338,0,0,0,0
NM_020203,0,0,0,0
NR_036049_3,0,0,0,0
NR_036049_2,0,0,0,0
NR_024478,34,37,15,45
NM_001621,389,332,313,303
NR_037148,1234,986,648,1243
NM_001282171_12,0,0,0,0
NM_001622,18,15,6,4
NM_001623,2,1,1,1
NM_001166395,22,21,23,26
NM_001166392,0,0,0,0
NM_001166393,14,19,7,11
NM_001004689,0,0,0,0
NM_001098790,0,25,0,24
NM_001098791,0,0,11,0
NM_001098796,0,0,0,0
NM_001003652,6863,8723,9655,8105
NM_001098794,228,396,1012,606
NM_001004688,0,0,0,0
NM_001098798,3,0,3,4
NM_001627,51998,50755,46961,47323
NM_004653,13370,6063,5639,8756
NM_001282171_18,0,0,0,0
NM_014154,1277,3033,1634,1657
NM_014155,15648,15457,13363,13898
NM_014157,15778,15300,14400,15077
NM_014153,6735,6890,5620,6154
NR_030528,0,0,0,0
NM_014159,25769,24802,23511,24401
NM_177938,213,2823,172,226
NM_177939,4540,1854,4316,4443
NM_015207,9389,9432,9516,9744
NM_015206,200,206,186,224
NM_015205,10118,10364,9105,9570
NR_027297,31,44,46,29
NM_015203,6666,6362,5736,5803
NM_015202,12466,12187,11183,11662
NR_027292,508,483,420,409
NR_027293,4723,4576,4403,4465
NR_130712,0,0,0,0
NR_130713,0,3,2,7
NR_130710,21,20,9,0
NR_029426_3,8038,7664,7828,7973
NM_018639,34927,33768,32801,33463
NM_018638,23490,23133,21782,22464
NM_015209,0,0,0,0
NM_015208,5701,6479,6117,6436
NM_001282308,227,210,137,114
NM_001282309,20,19,18,25
NM_001252607,551,166,393,21
NM_001282300,1,0,1,3
NM_001282301,1,0,0,0
NM_001282302,55,81,82,76
NM_001252608,0,0,0,0
NM_001282305,18,17,42,12
NM_001282306,2830,5470,5365,5058
NM_001282307,565,643,851,658
NR_027692_2,392,347,624,169
NR_120326,0,0,0,0
NR_120327,0,0,0,0
NR_120324,0,0,0,0
NR_120325,0,0,0,0
NR_120322,0,0,4,0
NR_120323,0,0,0,0
NR_120320,7,0,8,12
NR_120321,0,0,0,0
NR_111933_2,454,408,355,368
NM_001144829,43,74,39,42
NM_213720_2,0,60,39,33
NR_120328,0,0,4,0
NR_120329,0,0,0,0
NR_033311,0,0,0,0
NM_001077418,1288,747,872,1108
NR_033313,0,0,0,0
NR_033314,0,0,0,0
NR_033315,0,0,0,0
NM_001170687,1590,572,34,484
NM_001170686,98,575,0,617
NM_001170689,347,399,356,175
NM_001170688,0,27,0,20
NM_001077416,262,549,416,201
NR_110540,0,0,0,0
NM_001077415,1438,1253,1292,1087
NM_001099682,122,91,126,111
NM_001099681,0,8,8,41
NM_001099687,0,0,10,0
NM_001099686,0,0,0,0
NM_001099685,6,0,0,3
NM_001099684,15,16,5,4
NM_007293_6,0,0,0,0
NM_001034842_2,0,0,0,0
NR_024128,0,0,0,0
NM_004650,4446,4527,3839,4125
NR_027822_2,19,16,23,24
NR_027822_3,42,37,38,47
NM_001190956_2,0,0,0,0
NR_027822_4,38,50,53,50
NR_027822_5,35,31,37,35
NM_001014837_2,874,1093,933,740
NR_132622,0,0,0,0
NR_132623,0,0,0,0
NM_002701,5,2,0,4
NM_001258457,29,15,10,0
NM_001258456,19,0,248,33
NM_001178074,56,80,0,0
NM_001258454,713,867,16,53
NM_001258453,6590,6477,5945,7288
NM_001258452,19,189,49,22
NM_001258451,0,0,0,5
NM_001258450,0,12,0,0
NR_107028_3,0,0,0,0
NR_107028_2,0,0,0,0
NR_107028_5,0,0,0,0
NM_001167601_2,0,14,0,0
NM_001178078,131,131,141,116
NM_001178079,0,0,0,0
NM_144686_3,278,400,375,259
NM_144686_2,443,385,396,373
NM_012268,3787,3494,3149,3151
NM_012269,0,0,0,0
NM_144686_5,299,430,392,278
NM_144686_4,327,511,429,312
NR_029847,3,1,1,1
NR_029846,3,2,1,2
NR_029845,0,1,2,0
NM_012267,1151,1231,1219,1239
NR_029843,0,0,0,0
NR_029842,0,1,1,0
NM_012262,10400,10218,8949,9226
NM_012263,1969,3037,1368,1322
NR_030406,0,0,0,0
NM_015285,16,13,7562,24
NM_001288791,0,0,0,0
NM_001288793,0,0,0,0
NM_001288792,0,0,0,0
NM_001288795,6,3,0,0
NM_001288794,20,30,21,36
NR_024231_2,3,0,0,1
NM_001288799,0,0,49,36
NM_001288798,23,8,27,58
NM_006951,2223,2177,2256,2326
NM_006950,15,21,21,35
NM_006956,3075,2923,2805,2519
NM_006955,2978,3453,3306,3497
NM_006954,2101,1994,1016,745
NR_003934,114,104,92,115
NM_001146189,480,501,365,412
NM_001146188,291,408,302,388
NM_001146187,107468,106243,112613,114723
NM_001146186,64,55,46,59
NM_020234,1423,871,1321,727
NM_001146184,2652,2485,1992,2305
NM_020232,2474,2105,2093,2172
NM_001146182,2,0,0,0
NM_001146181,0,0,0,0
NR_028000_2,3,3,2,2
NM_001080855,1351,1770,1136,1051
NM_001080850,465,486,474,489
NM_001080851,0,0,0,0
NM_001144878,3195,194,167,156
NM_001037333,21950,21485,18644,18514
NM_001037331,0,0,0,0
NM_001037330,3680,3587,3281,3398
NM_001037335,5452,5378,3942,4233
NM_001037334,7654,4899,3980,4534
NM_001037339,0,0,14,15
NM_181333,76,54,60,62
NM_181332,863,1039,703,987
NM_181335,811,842,767,930
NM_181334,243,178,118,176
NM_144947,0,0,0,0
NM_181336,3816,3601,3305,3507
NM_144949,1171,3033,2890,1284
NR_072976,866,685,640,1064
NR_072975,0,0,0,0
NR_131229,0,0,0,0
NR_024476,923,847,851,663
NR_027143_2,0,0,0,0
NR_110737_24,0,0,0,0
NR_024174,106,0,175,259
NM_145015,0,0,0,0
NR_024176,151,89,183,60
NM_145017,20,39,30,27
NM_145010,88,88,96,104
NM_145011,4272,4212,4235,4247
NM_145012,5083,8527,5825,10025
NM_145013,0,0,0,0
NR_024178,0,0,0,0
