gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,up_down
TMX2,15401.8622987736,-0.065324700972583,0.0191412545840752,-3.41277008179656,0.000643061708673,0.0027341524421951,chr11,57740243,57740245,down
TTC1,8674.87885000367,0.14174738867393,0.02629799304422,5.39004586530928,7.04397038165325e-08,5.51176537845528e-07,chr5,160065063,160065065,up
KDM4A,24546.7651893665,0.0368408032368861,0.0148270575683749,2.4847008967892,0.0129660325006091,0.0390232764215089,chr1,43704368,43704370,up
CERS6,19295.8663430496,-0.0937302301812867,0.0178965549290898,-5.2373336964945,1.62912982370397e-07,1.22377091865416e-06,chr2,168769660,168769662,down
NAT1,4386.47572907918,-0.278194037145231,0.0395369615746181,-7.03630289394383,1.97407568781519e-12,2.33459163474775e-11,chr8,18222918,18222920,down
ITPR2,6208.27690114587,0.105720582300908,0.0323562534948274,3.2673925712014,0.0010854305268902,0.0043694745926236,chr12,26339397,26339399,up
LOC102724663,552.912849284304,-0.310636137256226,0.116192819528276,-2.67345382027356,0.0075074611807255,0.0242375305352048,chr12,81312047,81312422,down
TARDBP,12543.8342125477,-0.110184718048333,0.0235547645756615,-4.6778102024498,2.89954736133952e-06,1.83720506996744e-05,chr1,11022652,11022654,down
UHRF1BP1,21894.4991064218,0.091424748686662,0.0157767845797815,5.79489110878945,6.836552417615181e-09,5.93325960653495e-08,chr6,34872436,34872438,up
TNIK,1841.41312546347,0.195661185112455,0.06420556275138,3.04741796080978,0.0023081652220823,0.0085803413585969,chr3,171460007,171460408,up
CCNT1,29170.7817127199,0.0672988311709277,0.0140311969996588,4.79637134113108,1.61565646969804e-06,1.05634385038521e-05,chr12,48695817,48695819,up
FAR2P1,451.275666722545,-0.758523807708325,0.130816705286529,-5.79837113346437,6.696212966045151e-09,5.81470036221425e-08,chr2,130049816,130051131,down
NSFP1,6324.67888694992,0.0798311704363039,0.031716802398035,2.51699933159876,0.0118359053709125,0.0360676944313614,chr17_KI270908v1_alt,1160326,1160357,up
ZNF454,841.235115964088,0.246949000084523,0.0935572538953855,2.63954947160653,0.0083016305784708,0.0264670721674421,chr5,178965971,178965973,up
ZCCHC7,5877.75080657366,0.127521862110735,0.0362897556551527,3.51399065131562,0.00044142834821,0.0019414626590154,chr9,37357266,37357268,up
RBM14,1506.76935861993,-0.230595576540951,0.0706433086375511,-3.26422390157383,0.0010976438580778,0.0044129416600103,chr11,66626666,66626668,down
CAPN5,764.029967222594,-0.272740835601346,0.0974193164103729,-2.79965868834926,0.0051156665151452,0.0173456371484813,chr11,77123868,77123870,down
PPP1R10,41566.495893721,0.0558087546262303,0.0115185576724168,4.8451165687067,1.26537363247495e-06,8.41082251999448e-06,chr6_GL000256v2_alt,1917982,1918065,up
CEP83,2852.38813641389,0.173606343639536,0.0528171160137168,3.28693341746357,0.0010128477841928,0.0041092245275454,chr12,94308813,94308815,up
RFC2,3395.57959098176,-0.115103464358748,0.0463956799654114,-2.48090909422082,0.0131047789573122,0.0393724343885167,chr7,74232106,74232108,down
BPHL,12440.6175308269,0.160231598158329,0.0217399340692182,7.37038105305031,1.70141012249517e-13,2.21552878691163e-12,chr6,3152488,3153198,up
UPF1,13797.3882140582,-0.0893138011362834,0.0207080028708862,-4.31300892187201,1.61047616674946e-05,9.07218387984846e-05,chr19,18866161,18866163,down
RAPGEF2,14999.1724608837,-0.160667516555813,0.0201561951262963,-7.97112329728354,1.57238535691028e-15,2.38644309232333e-14,chr4,159358137,159358139,down
PLEKHA6,3391.49854090685,0.188335773644752,0.0463242846989853,4.0655948573962,4.79101023829436e-05,0.0002503435353144,chr1,204223470,204223472,up
WDR48,11817.9112988474,0.2179593543056,0.0233230620320024,9.34522894148846,9.16908892878874e-21,1.9132341249401602e-19,chr3,39094741,39094743,up
POLD2,15309.7437483387,0.0828799204786519,0.0210966715797597,3.92857803020299,8.54496253390673e-05,0.0004299235991478,chr7,44114785,44114787,up
POLR3A,18265.3079052186,-0.0482660974249794,0.0201369641258804,-2.39689047084048,0.0165348654963592,0.0478783110703607,chr10,77977478,77977480,down
CCNL1,6201.16936362845,0.143168625442864,0.0325503723415013,4.39837135934465,1.09066242217968e-05,6.32446249051886e-05,chr3,157146553,157146555,up
DNMT1,19173.0680903853,-0.101390309782128,0.016871365373569,-6.00960903502026,1.8597125488269e-09,1.7061412300509e-08,chr19,10133667,10133669,down
UBR4,40858.1564783188,-0.112521188598747,0.0116358748323302,-9.67019585722145,4.0360492090784003e-22,9.01287951603223e-21,chr1,19074832,19074834,down
EIF4A1,231724.198719512,0.100643642862177,0.0062466791109972,16.1115436016225,2.1167321993080502e-58,1.29386293296528e-56,chr17,7578369,7578371,up
SMPD4,3864.81033559956,-0.315475248129479,0.0444140027885386,-7.10305823214137,1.22025956952382e-12,1.46084377190229e-11,chr2,130181530,130182750,down
VDAC1,62212.7926099216,0.0516583385308704,0.0095685608499717,5.39875738272834,6.71040469947985e-08,5.26012434335769e-07,chr5,134004647,134004966,up
GSG2,1228.8721135241,-0.209124357881548,0.0769460859414126,-2.71780371051981,0.006571681191309,0.0216239803100981,chr17,3726330,3726332,down
FBXO30,6377.83860320762,0.12610733728251,0.032632357570978,3.86448748020171,0.0001113226994596,0.0005499800052226,chr6,145800106,145800108,up
POLR2G,2410.34275647975,0.191382896877232,0.0549838707241747,3.4807097855533,0.0005000870268097,0.002173085165008,chr11,62766505,62766507,up
INSIG1,13254.5088444917,-0.0713415584280768,0.0212287572841003,-3.36060926569213,0.0007777076203199,0.0032412108764512,chr7,155308356,155308358,down
TOMM20,54132.4587614017,-0.0696001103174089,0.010284587652581,-6.76741865289483,1.3110031621810699e-11,1.45132146938327e-10,chr1,235112064,235112066,down
ZFP2,650.304060162711,0.65643416383528,0.107255278290893,6.1202970547979,9.34010715663957e-10,8.80727466730436e-09,chr5,178932697,178932699,up
CANX,214745.935252391,0.0625469927084675,0.0070734187804681,8.8425405945395,9.35662880224412e-19,1.73003289609228e-17,chr5,179728642,179728644,up
KPNA4,30905.5259170878,0.04202666396104,0.0139585540936977,3.01081785971049,0.0026054508892864,0.0095600666222474,chr3,160502104,160502106,up
LOC283683,45.0318607200347,8.98774063398665,1.50048473663121,5.98989140946901,2.09981192551868e-09,1.91402154871694e-08,chr15,22777767,22778737,up
UGGT1,64902.5182977904,0.0559029422653,0.0093628448576681,5.97072183883467,2.3620616514385603e-09,2.13806358658378e-08,chr2,128189717,128195675,up
LOC100294145,5858.01616235769,-0.150926553981048,0.0336156822368019,-4.48976620250819,7.13013899847806e-06,4.25488041995703e-05,chr6_GL000256v2_alt,4300136,4302974,down
ICE1,19441.4964396385,0.0583268735093872,0.016807364739327,3.47031640081625,0.0005198456039492,0.0022507870635437,chr5,5489328,5489330,up
ZNF850,3980.40704334346,0.187568718265684,0.0431775932711217,4.34412166254608,1.39834007595384e-05,7.94954822898717e-05,chr19,36747767,36747769,up
WDR5B,7370.725319731,0.128851637156241,0.029026863088803,4.43904795230681,9.03576850502558e-06,5.28284034838086e-05,chr3,122414536,122414538,up
YME1L1,33281.9550982545,0.149269296768796,0.0127978074787894,11.6636616870655,1.9545228279603801e-31,6.23009147636368e-30,chr10,27111977,27111979,up
DHRS7B,4275.3063140302,0.117346372425091,0.0406702241876385,2.88531412769439,0.0039102328488643,0.0136628306220669,chr17,21191151,21191153,up
CPEB2,1177.865671759,-0.263386648653288,0.0786310437361892,-3.34965220017888,0.0008091308876871,0.0033560199963757,chr4,15066378,15066380,down
VTI1B,30787.8191630663,0.176692321849181,0.0134195337135018,13.1668003986908,1.36250522336996e-39,5.663298377778e-38,chr14,67651385,67651387,up
MARCH5,5798.94025154783,-0.110275199079384,0.0332751530251512,-3.31404032901162,0.0009195824281494,0.0037690063916816,chr10,92351205,92351207,down
PDIA3,78998.891812584,-0.0419263906410466,0.0090762504785396,-4.61935143153879,3.84941392760041e-06,2.38382260188747e-05,chr15,43771216,43771218,down
FBXO45,10879.5527419976,0.106528139853286,0.0239073794167185,4.45586854152618,8.35542226765807e-06,4.90900742125844e-05,chr3,196584316,196584318,up
MMP16,104546.849709738,-0.031116204535337,0.0080614929135764,-3.85985634037262,0.0001134537039312,0.0005599755804863,chr8,88041461,88041463,down
RPL7A,148150.336822602,-0.0384864161755486,0.0074784768224231,-5.14629076072721,2.65687507383579e-07,1.94061442248727e-06,chr9,133351364,133351366,down
CD46,24249.1539895612,-0.0436315063375939,0.015587671299737,-2.79910356708189,0.005124469826805,0.0173717075229252,chr1,207793593,207793595,down
MORN4,3001.91538872593,0.124956651305276,0.0505744607843884,2.47074609135225,0.0134831513302273,0.0403459166412466,chr10,97616263,97616265,up
SLC25A17,8282.59138767028,0.129997155070272,0.0291359710294405,4.46174095035022,8.1296467174449e-06,4.78357128670493e-05,chr22,40770834,40770836,up
MYLIP,4713.14155252344,0.283711980504917,0.0374749692752401,7.57070615378374,3.71200845942749e-14,5.10221127487621e-13,chr6,16146749,16146751,up
GOLM1,71252.049498476,0.0779844754822707,0.0089721533612775,8.69183487420536,3.56632172032522e-18,6.38945478789761e-17,chr9,86027817,86027819,up
NDUFB7,4826.42666572949,-0.225827865088011,0.0370492765538697,-6.09533804957451,1.0920642333787e-09,1.02110025274823e-08,chr19,14566133,14566135,down
CANT1,24277.7045756149,0.125398213726418,0.0149239883188976,8.40245992203245,4.3722159425430705e-17,7.29654495679002e-16,chr17,78993550,78993552,up
RAB21,11038.8283447801,0.131531570027235,0.0234348381924551,5.61265108583434,1.99250106590114e-08,1.65109591250405e-07,chr12,71785671,71785673,up
BCAM,3012.38738829384,-0.183515222140902,0.049907715158606,-3.67709123845267,0.000235908679278,0.0010940519440366,chr19,44819728,44819730,down
HBS1L,24392.496207213,0.0605432769293752,0.0150171308205333,4.03161413807442,5.53950825650995e-05,0.0002871443804264,chr6,135036558,135036560,up
NTAN1,2101.72103175392,-0.176295734086722,0.060407711138745,-2.91843095464757,0.0035179777496895,0.012468103498047,chr16_KI270853v1_alt,631654,631656,down
ATRX,87256.1473249263,0.0953389942876278,0.0087619927306571,10.8809716257865,1.42040767644188e-27,3.9677230201970597e-26,chrX,77508351,77508353,up
OSBPL2,12985.883807041,0.137057859732311,0.021070564974646,6.50470739143594,7.7844753446606e-11,8.04086263732437e-10,chr20,62293955,62293957,up
YTHDF2,24291.1829782035,0.0796432782905824,0.0166693028968637,4.77784096811674,1.77187427894731e-06,1.14980034912372e-05,chr1,28768950,28768952,up
RPL35,105588.428841658,0.117117750139383,0.0083986022630795,13.9449096969665,3.37875408056628e-44,1.53541224063518e-42,chr9,124857918,124857920,up
EIF4EBP2,45487.7888815549,-0.0406076571795899,0.0125653633717679,-3.23171371795168,0.0012305026816588,0.0048903226157616,chr10,70421745,70421747,down
PPCDC,963.795518572385,-0.229252092922584,0.0869183067127813,-2.63755820370661,0.0083505294004471,0.0266120837793435,chr15,75049233,75049235,down
TSR3,5717.88037406654,-0.167985399803945,0.0341382750613175,-4.92073484973151,8.62198722037433e-07,5.8660373113913e-06,chr16,1349437,1349439,down
UBE2E1,10449.838513371,-0.206157539451598,0.0238055592022489,-8.66005867369511,4.71521497232086e-18,8.3899607047449e-17,chr3,23890604,23890606,down
ARFGEF2,34962.7756852362,-0.0899095579543606,0.0126093045479577,-7.13041370461012,1.0006769787449199e-12,1.2128734111739598e-11,chr20,49033197,49033199,down
GDI1,20230.767583379,0.0801288416319909,0.0164152665539511,4.88136097995339,1.05356183183861e-06,7.09061669812972e-06,chrX,154442670,154442672,up
PRUNE2,210878.902592361,-0.115954174677633,0.0063826802290961,-18.1670035965524,9.42043636506318e-74,7.56888358877525e-72,chr9,76614570,76614572,down
KIAA0195,3625.78441299672,-0.243105210608979,0.0455230828351832,-5.34026246616787,9.28121115667766e-08,7.17946592055259e-07,chr17,75499332,75499334,down
GMNN,4458.57792595161,-0.102408769818045,0.03869040394698,-2.64687776220642,0.0081238712598799,0.0259481109278175,chr6,24785797,24785799,down
ATP13A1,9375.40344770247,-0.251077782568811,0.0253771933737555,-9.89383573159315,4.42731812389367e-23,1.03772342251324e-21,chr19,19645422,19645424,down
MGEA5,39357.2889106747,-0.0444038647042582,0.0123180879955261,-3.60476924019259,0.0003124304072605,0.001408693305748,chr10,101786451,101786453,down
CALM2,34668.6442965628,-0.0356038895423751,0.0132653573338265,-2.68397515772798,0.0072752511917775,0.0236150729080136,chr2,47160776,47160778,down
DNAJB4,6163.47060772009,0.546899133500835,0.0324496638305385,16.8537688512553,9.84366398430745e-64,6.58511547310731e-62,chr1,78016245,78016247,up
ABCA2,9004.50646903953,-0.27660226263167,0.0262680909082181,-10.5299720332981,6.28531516538465e-26,1.67755492265155e-24,chr9,137007929,137007931,down
RRAGA,5357.19728453225,-0.130398270570622,0.0348534147349919,-3.74133414364434,0.0001830459593769,0.0008677425087615,chr9,19050599,19050601,down
JPH1,1967.12611173991,-0.330593431120275,0.0619433091149851,-5.33703213218066,9.44803015622918e-08,7.29764351066126e-07,chr8,74237223,74237225,down
TNPO2,10407.3082932229,-0.0573121263386277,0.0238852875387893,-2.39947399609713,0.0164186459457308,0.047621405723131,chr19,12701346,12701348,down
ST3GAL1,95755.6694932974,0.347881035309255,0.0081452982712254,42.7094286452589,0.0,0.0,chr8,133459764,133459766,up
ADRB2,2265.8797043192,-0.727806102471796,0.0578222283021306,-12.5869604794352,2.49081085350851e-36,9.288102577425151e-35,chr5,148828071,148828073,down
NDUFA10,10214.2872679446,-0.111520192910301,0.024664027402061,-4.52157269744932,6.1381871867806e-06,3.70262862540051e-05,chr2,239961118,239961120,down
LRRC31,1488.5602036536,0.408446156310725,0.0696784385214331,5.86187298363592,4.576750682698441e-09,4.03951375374975e-08,chr3,169839982,169839984,up
WASF3,10148.4115189599,-0.0809403802440949,0.0241128600511536,-3.35673080971672,0.0007886986041927,0.003282772468891,chr13,26685843,26685845,down
GZF1,8113.17936490729,0.102718424739117,0.027395002783948,3.7495314583178,0.0001771652723796,0.000842161058618,chr20,23370439,23370441,up
STXBP5L,39467.5713761088,0.21553931528734,0.0122330799082259,17.6193826006487,1.7490332386097498e-69,1.3106817831831801e-67,chr3,121419095,121419097,up
CASP3,12964.6582310663,0.121412760033024,0.0210336164598981,5.77231976557643,7.8187557920432e-09,6.75559570568611e-08,chr4,184629272,184629274,up
MTRF1,1304.97289062572,0.252947500108838,0.0765058733720815,3.30624942844119,0.0009455387710756,0.0038642141648547,chr13,41217115,41217117,up
RASSF1,736.577518107225,-0.253285927631099,0.101428753667364,-2.497180715261,0.0125185141832314,0.0378371302257182,chr3,50330581,50330583,down
TMED10P1,3200.73921891486,0.170133892548351,0.0469352624633479,3.62486292009574,0.0002891147620497,0.0013122981351397,chr8,144994865,144998897,up
ERGIC1,50392.3287910839,-0.132745222926277,0.0109492102833417,-12.1237257748386,7.90806179571994e-34,2.70313507039225e-32,chr5,172950814,172950816,down
RORC,3749.64950570062,0.183071921443708,0.0464163564836853,3.94412520310713,8.0091807917232e-05,0.0004053217564954,chr1,151807472,151807474,up
DUSP16,32449.8530854281,0.158993189820017,0.0137813007409194,11.536878325856,8.598949469865991e-31,2.68600852478559e-29,chr12,12476833,12476835,up
DSTN,38441.4548393387,-0.0698482519201999,0.0120015580502669,-5.81993201446427,5.8871568532079e-09,5.12356861367681e-08,chr20,17607144,17607146,down
SNORA24,989.007104517989,0.602934658821391,0.0876693284768044,6.877372842897,6.09663987170204e-12,6.89110411024073e-11,chr4,118279190,118279320,up
MROH1,3150.89214052425,-0.132217340765697,0.0471103226147974,-2.80654713080159,0.0050075586452983,0.0170269552442921,chr8,144261738,144261740,down
ZNF680,12110.9016156183,0.2350621966915,0.0225026255951083,10.4459897667497,1.5285253252610401e-25,3.9708540408073005e-24,chr7,64526399,64526401,up
ACTR10,9863.83836263177,0.061906560896258,0.0245291332863114,2.52379732188928,0.0116094840777986,0.0354539632289668,chr14,58234549,58234551,up
XPC,15463.2503513674,0.0633353232618356,0.0191192759942609,3.3126423448695,0.0009241908277192,0.0037849086788385,chr3,14178466,14178672,up
MORN2,933.232063726941,0.220322954945439,0.0884389079932255,2.4912446336664,0.0127296438355529,0.0384082381852037,chr2,38882513,38882515,up
SRSF3,47063.3806774548,-0.0732421217377174,0.0109646502276648,-6.6798411455863,2.3920139236296698e-11,2.59640118576711e-10,chr6,36601987,36601989,down
ZNF106,66322.7533300815,0.028948141821488,0.0099405846898517,2.91211661332567,0.0035898858711149,0.0126780000705013,chr15,42417304,42417306,up
ZNF385B,151.536795109077,-0.745970645293689,0.233407588911383,-3.19599996201027,0.0013934713013648,0.0054572957724556,chr2,179443250,179443252,down
ITPR1,14625.920154964,0.225702522552602,0.019601582110579,11.5145053740734,1.1149746308569399e-30,3.46888414594155e-29,chr3,4846223,4846225,up
OTUD3,9522.91864171972,0.135332110035873,0.0255719568780641,5.2922078150367,1.20848452670494e-07,9.22912705426254e-07,chr1,19907744,19907746,up
GTPBP8,2984.47012542956,0.172644107758065,0.0491445539803621,3.51298554519495,0.0004431015821155,0.0019482720339732,chr3,113000917,113000919,up
GFOD1,1472.82608176778,0.198772276759823,0.0715036241880496,2.77989093583655,0.0054377157884882,0.0183023750660448,chr6,13471981,13472063,up
MAX,6512.66394648124,0.105022349140515,0.0317866411827794,3.30397755889387,0.0009532346235124,0.003893623709824,chr14,65084180,65084182,up
LARP1B,7670.59696215772,0.0701740552787719,0.0283375628408621,2.47636169958775,0.0132729036804548,0.0398161565949285,chr4,128107400,128107402,up
ZCWPW1,793.5855894938,0.288961383278636,0.0968202076935996,2.98451521807403,0.0028402807255599,0.0103413818428646,chr7,100401014,100401016,up
GPX4,20388.3315047733,-0.110288071590566,0.0164065992872073,-6.72217743969411,1.7902874478477e-11,1.96654055317844e-10,chr19,1106570,1106572,down
IGF2BP3,2815.48249075012,0.15966259267953,0.0514374337510148,3.10401552014403,0.0019091331594315,0.0072455949734743,chr7,23312362,23312364,up
HSPB11,6804.87309117853,0.229712250721029,0.0311066688132135,7.38466250116282,1.52840582560528e-13,2.00195475661425e-12,chr1,53921651,53921653,up
VASP,4097.43624177063,0.130797971307258,0.0407572722107078,3.20919345708556,0.0013310789851318,0.005245898392225,chr19,45526175,45526177,up
GCN1,45327.9153912182,-0.0424170375020376,0.0114267787214881,-3.71207306414993,0.0002055686229608,0.0009645388699853,chr12,120127849,120127851,down
SLC35E3,2735.49155656247,-0.152031930682072,0.0507978658605217,-2.99288027374051,0.0027635813985184,0.01008804291773,chr12,68764888,68764890,down
BUB1B,7084.35315161686,0.132165277974176,0.0311843770069667,4.23818881950568,2.25330225848081e-05,0.0001239316242164,chr15,40220757,40220759,up
CNPPD1,2305.02260548421,0.206327094707849,0.0573376780482635,3.59845570541199,0.0003201123564381,0.00143999748912,chr2,219172586,219172588,up
RNASEH2C,3591.27369436219,-0.147648311666274,0.0438340562834665,-3.36834699283728,0.0007562035738919,0.003160038902481,chr11,65719783,65719785,down
TPR,58882.2893276687,0.0375396930374531,0.0100768700432878,3.72533265549638,0.0001950578199207,0.0009202076994871,chr1,186313971,186313973,up
ALPK1,3136.0264062996,0.201186602826475,0.0472740339145286,4.25575281327209,2.08346791218258e-05,0.000115446193911,chr4,112441208,112441210,up
ARAF,2200.12733297637,-0.170708154251836,0.0587250737013574,-2.90690404442848,0.0036502515072981,0.0128725045801485,chrX,47571455,47571457,down
NANS,18738.2819462542,0.0730729788450302,0.0172557364057517,4.23470648408107,2.28850420887607e-05,0.0001256018137456,chr9,98083053,98083055,up
CYB5D1,13057.7940939309,0.147194601881213,0.0211250092964422,6.96778873872511,3.21961202049817e-12,3.7228555314172796e-11,chr17,7859610,7859612,up
CEP68,5484.35889641791,0.148743501255304,0.034482728041626,4.31356536164272,1.60642617431549e-05,9.0591044786742e-05,chr2,65082703,65082705,up
CPSF2,54573.7454923316,0.12400415617087,0.0102409392647664,12.1086702073805,9.502217331466529e-34,3.22682051297536e-32,chr14,92161742,92161744,up
LAMTOR4,6193.3199748858,-0.195943886282603,0.0320837944810186,-6.10725412789086,1.0135978398694e-09,9.517439475930331e-09,chr7,100153962,100153964,down
FGFR1OP,3489.84172337442,0.194835346383779,0.0443435545632461,4.39376924792734,1.11402062985311e-05,6.45510764220092e-05,chr6,167039976,167039978,up
STX4,1883.91589675753,0.167868029396596,0.0613731379558468,2.73520362470897,0.0062341698089148,0.0206441480372968,chr16,31039801,31039803,up
TSPYL4,9666.84333554495,0.0647950469105781,0.0251540035534173,2.57593375833707,0.0099969796275612,0.0311396725529172,chr6,116252764,116252766,up
RPP38,3973.52187011314,0.12952579567517,0.0427939290226308,3.02673296501177,0.00247212242651,0.009124549434528,chr10,15104164,15104166,up
AKT2,8960.78739259021,-0.125648903526043,0.0259224369848738,-4.84710999970262,1.25272975354213e-06,8.33388760924509e-06,chr19,40233872,40233874,down
SMURF1,7653.44922666471,-0.159529265387448,0.0284692627890552,-5.6035615171875,2.0999153878881e-08,1.73457239803984e-07,chr7,99030584,99030586,down
COLCA1,62887.982256081,-0.0443735250760338,0.0095732003532678,-4.63518190767697,3.56623729007704e-06,2.21550181906859e-05,chr11,111296104,111296106,down
PSMA1,7426.58529437555,-0.0954889522116986,0.0298658928527248,-3.19725757681431,0.0013874097625153,0.005439023130867,chr11,14514353,14514355,down
MTRNR2L8,219504.084004885,-0.24718239050287,0.0778033665605417,-3.17701407317032,0.0014879981520462,0.0057882274010344,chr11,10508152,10508154,down
PPP1R16A,1366.29222592442,-0.231250785620205,0.0761749419334795,-3.03578551884092,0.0023990995696989,0.0088844773088375,chr8,144501901,144501903,down
C2orf72,334.388634689741,-0.429391854695513,0.156933890870755,-2.73613208920657,0.0062166066807786,0.0205903630117503,chr2,231047019,231047021,down
MORF4L1,48302.1942593888,-0.0706446529013016,0.0111311775698128,-6.34655699796637,2.20186991965335e-10,2.20852937179129e-09,chr15,78897065,78897067,down
TAPT1,7514.29274423777,0.279486783818022,0.0292155290304644,9.56637764548394,1.10716955249523e-21,2.4237994121830302e-20,chr4,16163308,16163310,up
CCDC59,6767.50222831016,0.166274028905756,0.0304164034997601,5.46659071336517,4.5877369240804e-08,3.66525143186269e-07,chr12,82358679,82358805,up
NPHP3,4240.13373168072,0.1251170592494,0.0477053170394879,2.62270679693491,0.008723430940499,0.0276182599235316,chr3,132681910,132681912,up
CBX3,29400.6767684299,0.0503911674874913,0.0135394297782746,3.72180869598727,0.0001978008591471,0.000932301781532,chr7,26212206,26212208,up
CSDE1,396192.701818721,-0.0367561803799274,0.0059458880814923,-6.18178140526017,6.33822522396791e-10,6.0758866276745305e-09,chr1,114718169,114718171,down
GNAS,78559.8052333438,-0.0807733691472519,0.0088238850143275,-9.15394625112384,5.48908858397795e-20,1.09130642549062e-18,chr20,58855331,58855333,down
MTUS1,10152.9511582121,-0.243162480136306,0.0262028966531769,-9.27998470378368,1.69502897311903e-20,3.4809508042168997e-19,chr8,17645926,17645928,down
LOC101927482,245.0467752576,-1.42365604195752,0.183232940333149,-7.7696512393954,7.870252140393341e-15,1.13586685289177e-13,chr2,196263051,196264204,down
RPL10A,71835.7852601126,-0.0545100911941657,0.0095055313733634,-5.73456538651953,9.77627049835137e-09,8.3543162422041e-08,chr6,35470748,35470750,down
TRPS1,56547.1970958357,0.322521315643814,0.0099836706737293,32.3048832622738,5.97317918937435e-229,1.75667818914676e-226,chr8,115414023,115414025,up
KDM5D,14515.1144906271,-0.0689024025265628,0.0199397698256866,-3.4555264744231,0.000549219252474,0.0023661361217005,chrY,19705995,19705997,down
NOP2,7728.75281715041,0.165289957129862,0.029864944338663,5.5345811214481,3.11973017649891e-08,2.53795585913823e-07,chr12,6556993,6556995,up
IGFBP3,541.216197656298,-0.577292672301146,0.123820183571744,-4.66234708791764,3.12623357017746e-06,1.97201953291607e-05,chr7,45914820,45914822,down
C8orf33,7142.66914298215,-0.12439714636453,0.0304157052279752,-4.08989847291505,4.31562053922681e-05,0.000226872098971,chr8,145054155,145054157,down
EED,2439.8626529582,0.173868932529515,0.0542231231521904,3.20654588710262,0.001343388776045,0.0052910176188374,chr11,86278523,86278525,up
CGRRF1,1807.6383110513,0.196666258594844,0.0646331578510274,3.04280751759242,0.0023438220070707,0.0087022809011841,chr14,54538381,54538383,up
TMF1,15806.8116221419,0.140576496019397,0.0197299953553208,7.12501414661944,1.04069998554342e-12,1.25747214532289e-11,chr3,69023177,69023179,up
ACTR6,6439.28253405244,0.0957040565194988,0.0315478264575657,3.0336180734425,0.0024164013131826,0.0089400539445949,chr12,100223913,100223915,up
PTPN9,7675.22912392244,-0.202162473401962,0.0284497783802116,-7.10594194092482,1.19504647701992e-12,1.4317593725833499e-11,chr15,75468769,75468771,down
PDE9A,2550.84725900795,-0.589914208403878,0.0546597189458745,-10.7924852117887,3.73549049857216e-27,1.03235975888731e-25,chr21,42775291,42775293,down
SAP30,1209.90421107919,-0.406705820180085,0.0799251019168357,-5.08858681973622,3.60741621608441e-07,2.58285698484648e-06,chr4,173377325,173377327,down
MMGT1,5953.0008083888,-0.214735156784494,0.0330004035614446,-6.5070463876198,7.66427511941342e-11,7.932473856991831e-10,chrX,135965024,135965026,down
SDHA,24707.9922500714,-0.0392629903278834,0.0158863364774995,-2.47149431736469,0.0134549689681989,0.0402847870355967,chr5,256418,256420,down
ACVR2A,4579.26198679159,-0.131342545052567,0.0385257634623773,-3.40921329646928,0.0006515051884493,0.0027655259728648,chr2,147927272,147927274,down
ARG2,16622.0597218255,-0.103638498602692,0.0182449849800882,-5.6803827855051,1.34393627060705e-08,1.13109798325875e-07,chr14,67650918,67650920,down
BOD1L1,22483.6650895565,0.150443975955916,0.0168390008178793,8.93425789231972,4.09920202173956e-19,7.7353827981664e-18,chr4,13570011,13570013,up
RGS2,1002.86684995951,-0.29093202840947,0.0947824167351242,-3.06947257129452,0.0021443709540061,0.0080404883473885,chr1,192811594,192811596,down
MKKS,6666.16802708334,0.175886025780333,0.0309046804242445,5.69124234147885,1.2611835824075e-08,1.06490078542717e-07,chr20,10434108,10434239,up
FFAR2,491.420595425432,0.521406592943816,0.125944238846203,4.13997970626138,3.47336547294551e-05,0.000185663057705,chr19,35450705,35450707,up
PPM1B,4670.76814320912,0.109506553515895,0.0392308090445887,2.79134068816762,0.0052490190396841,0.0177399088836855,chr2,44229999,44230001,up
SCAMP1,31102.5864659814,0.0520766984774501,0.0134637563547389,3.86791747454049,0.0001097687984087,0.0005428192451768,chr5,78475666,78475668,up
SMIM14,19137.1995918377,-0.043909461159788,0.0179322229563361,-2.44863457624328,0.0143398849565046,0.0426719715190983,chr4,39552126,39552128,down
MED16,2721.81172440883,-0.159039261443869,0.0537948466393399,-2.95640328729117,0.0031124982597773,0.011181034887105,chr19_KI270868v1_alt,47327,47329,down
MRPL20,25258.1922329418,-0.0840033925000016,0.0146149376722405,-5.74777630831479,9.042475688192361e-09,7.74849194897495e-08,chr1,1402083,1402085,down
IPO7,51978.8950792192,0.0506729951002018,0.0103542369561477,4.89393813516268,9.88379199812106e-07,6.67987150006539e-06,chr11,9445192,9445194,up
NSUN5P2,643.593667963435,0.25879570735518,0.108066942542444,2.39477217793532,0.0166306950831058,0.0481021793023511,chr7,72954625,72954763,up
DDR1,15650.220571534,0.054269819837665,0.0191529815801439,2.83349198716544,0.0046042462265642,0.0158006133715228,chr6_GL000255v2_alt,2154464,2154466,up
LOC730183,312.299265724278,-0.38523724699357,0.16056086525252,-2.39932219091927,0.0164254549849098,0.0476322915069375,chr16,30697757,30697759,down
KCTD20,30125.2339269118,0.0715544361276376,0.0136203938849542,5.25347774315694,1.49253719494719e-07,1.12823362064219e-06,chr6,36487173,36487175,up
NOMO1,27738.4077090782,0.0753945502846146,0.0142566459701798,5.28837921922976,1.23404931987293e-07,9.41053167752419e-07,chr16_KI270853v1_alt,891266,891268,up
