gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,up_down
TEX10,5898.80145971734,0.158755547503044,0.0330009122152404,4.81064118675266,1.50446886800215e-06,9.87790911775466e-06,chr9,100302191,100302193,up
RAB25,5781.84081568384,-0.161181535219064,0.0349956564913749,-4.60575829628426,4.1096551598875e-06,2.53591429046581e-05,chr1,156070285,156070287,down
PSAP,219279.781413792,-0.108314838293757,0.0067808511850551,-15.9736344800608,1.9507983520650198e-57,1.1695036120629799e-55,chr10,71817441,71817443,down
GPN2,1241.5580303072,-0.194055207076976,0.0773248224194503,-2.50961076928595,0.0120864302047121,0.0367305883409724,chr1,26879677,26879679,down
SRM,2347.30191539794,-0.154434320700862,0.0566594174464751,-2.72566022844751,0.0064173020634791,0.0211696269340634,chr1,11054865,11054867,down
TSPO,908.671320584289,-0.216534846021686,0.0902237413839369,-2.39997635545002,0.0163961308964224,0.0475699174238813,chr22,43162803,43163242,down
TBC1D23,10955.6593584599,0.190123048606495,0.025503869463211,7.45467462812831,9.00898797266736e-14,1.19712783913015e-12,chr3,100323666,100323668,up
ZNF665,1053.04403215482,0.225915724933459,0.0905535990946851,2.4948287775645,0.0126017922178896,0.0380666928876445,chr19,53164453,53164455,up
SF3B5,3613.80159102984,-0.229778698305,0.0481205641708939,-4.77506243461674,1.79651509027321e-06,1.16336853810089e-05,chr6,144095237,144095239,down
SEP15,14082.8033599381,-0.14746854440751,0.0225428099270623,-6.54171085524151,6.08190061980183e-11,6.37087264521849e-10,chr1,86863547,86863549,down
RTF1,17334.8167501393,0.154085770150064,0.0178740958042544,8.62061901410352,6.65931294749335e-18,1.17419356235949e-16,chr15,41480685,41480687,up
ADARB1,4626.62746418681,-0.113380789039514,0.040883503589456,-2.77326498673061,0.0055496909679851,0.0186068042843588,chr21,45225553,45225555,down
EHF,159867.913086542,-0.263450241975271,0.0075442098994684,-34.9208526122572,3.5878473177424997e-267,1.2709949123102801e-264,chr11,34658929,34658931,down
RPL23A,56151.4088342662,-0.265538412649956,0.0100746111171065,-26.3571873458299,4.24562974141198e-153,8.823550770585131e-151,chr17,28723879,28723881,down
ME1,11096.6696255237,-0.125845452028439,0.0274377030835316,-4.58658844894247,4.50547576275094e-06,2.76157493959886e-05,chr6,83211924,83211926,down
SNHG6,9907.49261201847,0.118933104404315,0.0248705421088384,4.78208733383615,1.73484272087327e-06,1.12906027099172e-05,chr8,66925437,66925542,up
ZNRF2,3120.04688017866,-0.152427929916639,0.047727247171501,-3.19372976549246,0.0014044752211578,0.0054942007837013,chr7,30362432,30362434,down
YEATS4,7589.42811453247,0.115569630883157,0.031514739824936,3.6671611926719,0.0002452581976971,0.0011306830900635,chr12,69390314,69390316,up
SNX15,818.956121350447,13.1725457950168,1.44524818634327,9.11438320386039,7.9119228960808e-20,1.5512344928454299e-18,chr11,65039790,65039792,up
ATG4A,6396.0448754566,0.146482388573564,0.0319104058485086,4.59042699954911,4.42340147389114e-06,2.71553992806385e-05,chrX,108153710,108153712,up
HOMER2,8039.91903400693,-0.451596970865339,0.0277488333723445,-16.2744489040544,1.49862590026625e-59,9.38115739255019e-58,chr15,82849715,82849717,down
HERC5,1040.08802988419,-0.525372767652584,0.0846910804147994,-6.20340140991728,5.52556612797838e-10,5.33624530587354e-09,chr4,88505876,88505878,down
LRIG1,17342.6153526262,-0.725044710522583,0.0187603217982794,-38.6477757854389,0.0,0.0,chr3,66380263,66380265,down
ARMC1,10638.1320891166,-0.167058890263393,0.0245027483501008,-6.81796539214368,9.23388785244022e-12,1.03100723464173e-10,chr8,65604394,65604396,down
GOLGA8B,11379.846375274,0.146394780867837,0.0242910609099983,6.02669358124164,1.6734784465861501e-09,1.54620678997856e-08,chr15,34583516,34583570,up
SCARNA21,14666.7059257491,0.358391440534167,0.0209679718248622,17.0923274567364,1.69280506251098e-65,1.17270011152705e-63,chr17,7906123,7906260,up
CRYZL1,4995.15646540282,-0.178654633917081,0.0370474275176247,-4.82232224712738,1.41896461646262e-06,9.36781087539298e-06,chr21,33589822,33589824,down
THG1L,3264.6254694506,0.184480271305354,0.046485839858437,3.968526154785,7.23185210678743e-05,0.0003693410183109,chr5,157739480,157739482,up
OTUD6B-AS1,10142.3141238213,0.215863308316349,0.0241133554415941,8.95202282565775,3.4902676614043903e-19,6.6022818007658e-18,chr8,91069931,91070189,up
PTGR2,9638.70410828424,0.221297523432447,0.0270285240611104,8.1875548561994,2.66586732875225e-16,4.22714893725955e-15,chr14,73884175,73884177,up
RPF2,18659.0318284127,0.102782259327865,0.0172720978709426,5.95076869618593,2.6688603436434e-09,2.40598763310409e-08,chr6,111025580,111025582,up
SMG1P1,12173.9907881804,-0.114260719054978,0.0220985851573131,-5.17049929855649,2.33469350062122e-07,1.71898288116121e-06,chr16,22491707,22492220,down
MDH2,16389.560939198,-0.16820198342295,0.0203242286121168,-8.27593443436628,1.27452118516842e-16,2.06297385281654e-15,chr7,76048576,76049047,down
EPHA10,2738.78023766508,-0.195668465215838,0.0532588508809774,-3.67391451334758,0.0002388626767133,0.001104945816032,chr1,37761367,37761369,down
THEM6,2430.48599578624,-0.194770777665824,0.0537485537296915,-3.62373988043198,0.0002903736430593,0.0013176285223771,chr8,142735437,142735439,down
MAPK6,54384.6681929032,-0.387700136164233,0.0105906175301581,-36.6078876005303,2.14237510869024e-293,9.02518941058238e-291,chr15,52064998,52065000,down
PYGB,22050.5452202692,-0.162949871640341,0.0165772653131745,-9.82971971322917,8.38518213368423e-23,1.95365969981668e-21,chr20,25296520,25296522,down
CWF19L2,6417.87245596663,0.153418418147602,0.0329368518466828,4.6579563481582,3.1936390658088e-06,2.01128291388936e-05,chr11,107326910,107326912,up
SEMA4G,303.700143828712,-0.430644938247148,0.157239089205434,-2.73879059223312,0.006166563725856,0.0204463366932393,chr10,100984129,100984131,down
LARP4,30665.9602381842,0.126806267071856,0.0133750050894213,9.4808387902709,2.5224716335357e-21,5.3933834501949205e-20,chr12,50461135,50461489,up
LRP11,8993.90721443264,0.1495756836449,0.026188357784139,5.7115335324879,1.11962629859352e-08,9.5000626653115e-08,chr6,149820549,149820551,up
METTL18,3648.82279692948,0.144305422722908,0.0488017057024275,2.95697497958006,0.003106733264543,0.0111654718456151,chr1,169792577,169792579,up
SRSF4,6351.76143357156,0.161168479827258,0.0333263543438923,4.83606692061698,1.3243335235073e-06,8.77279499826105e-06,chr1,29148410,29148412,up
PABPC3,1112.29442075482,-0.437385385586173,0.0808462933741559,-5.41008582251208,6.29945527639535e-08,4.95656786437023e-07,chr13,25098092,25098094,down
RNU1-3,306.457125868773,0.558306859050133,0.155863150512899,3.58203242532255,0.0003409314633487,0.0015257245820317,chr1_KI270713v1_random,21861,22024,up
VWA1,3157.69611591352,-0.132440730181303,0.0467915119992616,-2.83044348264261,0.004648352285722,0.0159379382044765,chr1,1439785,1439787,down
MGC57346,2796.63165664633,-0.149566871345646,0.0532193236433171,-2.81038654959359,0.0049482030638619,0.0168400963223617,chr17_KI270908v1_alt,338407,340087,down
CAMTA1,3795.66995537618,-0.112505252887445,0.0434138134053441,-2.59146211914192,0.0095569062372614,0.0299072292458208,chr1,6887654,6888201,down
RPL7L1,10666.7359371306,0.158842019825946,0.0233826251855614,6.79316452132289,1.09700154717762e-11,1.21787486580182e-10,chr6,42886462,42886464,up
RPL12,119247.296624698,-0.182487638411056,0.0080638327028854,-22.6303849713744,2.1769515721493602e-113,3.17122842570954e-111,chr9,127447721,127447723,down
FTSJ3,18906.4278336671,0.13607943530467,0.0180276528727875,7.54837228478474,4.4073160175908504e-14,6.00496807396753e-13,chr17,63819802,63819804,up
DNAJC22,8042.55479789423,0.250586158051868,0.0281968680758289,8.88702097615858,6.27691628045036e-19,1.1661298458090601e-17,chr12,49351500,49351502,up
CRYZ,8448.68708226959,0.154125797560249,0.0283607124274773,5.43448257706403,5.49556662741928e-08,4.35482445457978e-07,chr1,74706296,74706298,up
C11orf73,9647.24475533804,0.161036719246591,0.0259197347646803,6.21289996632327,5.20155655983336e-10,5.029569609064671e-09,chr11,86345584,86345943,up
FAM133B,5881.92916884733,0.301470876438298,0.0344750196967539,8.74461796077476,2.2377149169757e-18,4.0510177016144204e-17,chr7,92590268,92590394,up
GAGE12D,4679.20701302798,0.162300359473516,0.0386899620937244,4.1948957995966,2.7299705843304e-05,0.0001483683803973,chrX,49558553,49558555,up
GBE1,12137.914881802,0.103219395346411,0.0229623315084216,4.49516179611614,6.95170679744085e-06,4.15476433480485e-05,chr3,81490407,81490409,up
ZNF81,5474.32615698786,0.211636222519728,0.0351611896184894,6.01902907199816,1.7546635706718402e-09,1.6154720068554e-08,chrX,47916630,47916632,up
ARL13B,3418.29628112056,0.150455599509073,0.0485782478406965,3.0971804500332,0.0019537090654289,0.0074021544003017,chr3,94053261,94053263,up
GNPTG,3005.8194324667,-0.133780012432157,0.0489400801745758,-2.73354706316267,0.006265616837643,0.0207394711506356,chr16,1363089,1363091,down
CDS2,12001.3577559856,-0.102799928193492,0.0222265297028904,-4.62510025486002,3.74417254751174e-06,2.32049373749763e-05,chr20,5190232,5190234,down
TERC,15061.235807529,-0.170772283496395,0.0213016510322436,-8.0168566857988,1.08485574438785e-15,1.66269876969258e-14,chr3,169764610,169765060,down
SMA4,54014.3181589375,0.132781195363399,0.0103579559578276,12.8192469541305,1.27937010444557e-37,4.9853854544982797e-36,chr5_KI270897v1_alt,200740,200854,up
GAREM,1823.41734696276,-0.155214491844874,0.0629885181861952,-2.46417119047089,0.0137330502517301,0.0410228160739206,chr18,32267871,32267873,down
ANAPC10,1450.18185200609,0.209516288118177,0.0710249038882697,2.94989893189817,0.0031787789636223,0.0113771820220393,chr4,144999277,144999279,up
ATL3,83764.5654299792,0.108953670989883,0.0084920550471771,12.8300712118087,1.11261865085518e-37,4.36835942339538e-36,chr11,63629319,63629321,up
CITED2,18095.9553625391,0.355568006604209,0.0181248896949572,19.6176645810505,1.09258625899307e-85,1.07785708980538e-83,chr6,139373132,139373134,up
RNVU1-7,4933.67529233158,0.933953184114637,0.0370993265842008,25.1743972224114,7.641429429770719e-140,1.41794000621234e-137,chr1,148038753,148038916,up
RBM27,15533.5420322972,0.137485445213917,0.0192731283875562,7.13353029405879,9.78267659207686e-13,1.19127015656798e-11,chr5,146286028,146286030,up
MRPS33,10565.1384396533,0.259843682887204,0.0238586620247633,10.8909578675245,1.27294303182841e-27,3.56859047430026e-26,chr7,141006430,141006432,up
PARD6A,523.904760595004,-0.335894484175191,0.129229798056033,-2.59920304162008,0.009344048613473,0.0293378639707803,chr16,67662645,67662647,down
PMPCA,8156.15304408324,-0.188882586192153,0.0272821039122719,-6.92331452147248,4.41196698441649e-12,5.0269977621418e-11,chr9,136423262,136423264,down
HIATL2,504.026159298564,-0.32425479349784,0.121270742065383,-2.6738089334278,0.0074995165780207,0.0242168976386179,chr9,97013259,97013580,down
SMC3,20702.6772292944,0.12455678921178,0.0166964407932026,7.46008031019939,8.646975842826181e-14,1.15098558891658e-12,chr10,110604300,110604302,up
PTPRR,3391.99540790229,-0.275976968309045,0.0463707079949355,-5.95153665411334,2.656365126792e-09,2.39610898329323e-08,chr12,70639184,70639186,down
C11orf71,10900.4651872476,0.226939351847371,0.0238776490029345,9.50425864034941,2.0147798305499602e-21,4.34963617988674e-20,chr11,114399960,114399962,up
SEC14L1P1,400.541537507308,-0.475939720477033,0.146601357707768,-3.24648917253388,0.0011683789226464,0.0046660318389161,chr11,43897303,43899874,down
HMGXB4,9159.76006928976,0.171673145463696,0.0256348831849256,6.6968569439258,2.12949898986923e-11,2.3292982986029303e-10,chr22,35293649,35293651,up
RPS15,42143.6543248433,-0.115387964044928,0.0113918839542447,-10.1289623830774,4.10987394339603e-24,1.00251338271853e-22,chr19,1440460,1440462,down
DNM1L,24322.9599644089,-0.188284384056929,0.0152549591428613,-12.3425033324352,5.34672274539415e-35,1.90272528384609e-33,chr12,32743408,32743410,down
PRPF4,13087.248834864,0.158791530868885,0.0227224758250046,6.98830233517711,2.78232315759988e-12,3.2412609161068197e-11,chr9,113291658,113291660,up
TBC1D9B,23952.3878535294,-0.146487537392342,0.0152691820415602,-9.5936728630013,8.50039640376249e-22,1.86613632035839e-20,chr5,179863448,179863450,down
JDP2,1944.1628114393,0.358826771340762,0.0613847359333376,5.84553742693362,5.0493538832544206e-09,4.42407414155631e-08,chr14,75469473,75469475,up
NUDT8,527.316617565758,-0.435073422898783,0.118658496336673,-3.66660151890293,0.0002457953645227,0.0011324896088728,chr11,67627946,67627948,down
STK36,5707.87149379003,-0.130937008545887,0.034414455834538,-3.80470954343786,0.0001419706845228,0.0006878759899464,chr2,218702007,218702009,down
TCTN2,7149.51187134358,-0.125145257303976,0.0294522367250795,-4.24909179130055,2.14638959966588e-05,0.0001186374989006,chr12,123707711,123707713,down
SF3A3,22021.3716126429,0.140973134967975,0.0171958623948593,8.19808461657138,2.44247410781737e-16,3.8847799916887106e-15,chr1,37958186,37958188,up
ZBTB38,12039.9000940984,0.114761166132992,0.0218880143760155,5.2431053891643,1.57896289640872e-07,1.1883773378234e-06,chr3,141445974,141445976,up
PAFAH1B2,59864.0888776529,0.17099004127071,0.0097142935008528,17.6019019042093,2.38189362566729e-69,1.76793218777505e-67,chr11,117167421,117171046,up
TEX2,24551.4974758238,-0.340470843323245,0.0154358819609698,-22.0571033248464,8.16466321145568e-108,1.11633864453473e-105,chr17,64148969,64148971,down
ACACA,149950.866194068,-0.111768750392926,0.0076386440290882,-14.6320145260475,1.7551234237623298e-48,8.712455033816401e-47,chr17_KI270857v1_alt,1323316,1323318,down
SLC36A1,1134.64920887391,-0.615014564183989,0.0800784344988677,-7.68015219119557,1.58899698819387e-14,2.23737091734217e-13,chr5,151469252,151469254,down
ATP6V0B,4614.02020369533,-0.109044470454642,0.0380268817929009,-2.86756276910927,0.004136467424361,0.0143789290239777,chr1,43978005,43978007,down
TOMM40,4133.60742143137,-0.152003761135988,0.0433087947147945,-3.50976659907052,0.0004485001940601,0.0019703417488207,chr19,44903167,44903169,down
MINOS1,5066.92101946212,0.106320815641311,0.0370012389070135,2.87343934370691,0.004060290375057,0.0141267290348247,chr1,19626399,19626401,up
COG1,4292.73859209629,-0.148209914352332,0.0408100862269766,-3.63169814266064,0.0002815623511907,0.0012821672667335,chr17,73208449,73208451,down
FHDC1,936.056612845712,-0.675057206404549,0.0926368687593581,-7.28713324883787,3.16619726871779e-13,4.02869525122483e-12,chr4,152976721,152976723,down
IAH1,4469.83067516781,0.155113798832184,0.0420916251503121,3.68514635104399,0.0002285712609018,0.0010628700010969,chr2,9488327,9488329,up
HSPA14,20513.8985670191,0.19751693234015,0.0167254133033129,11.8093902230223,3.4908375350405e-32,1.1335767637224198e-30,chr10,14843371,14846999,up
SGSH,606.500705351885,-0.447533254535997,0.116488260883063,-3.84187428967847,0.0001220983698791,0.0005994164697028,chr17,80210452,80210454,down
MRI1,1681.85795678034,0.27007598621016,0.068891773852649,3.92029368829752,8.84411222955424e-05,0.0004434003773626,chr19,13772279,13772281,up
FMNL3,1878.65921706648,0.209322711880029,0.0686285955657957,3.05008007455648,0.0022878036065245,0.0085148029643979,chr12,49645815,49645817,up
FAM83H,8787.02201345344,-0.203520010685505,0.0265531236151518,-7.66463537906975,1.7933995279073e-14,2.51608626836103e-13,chr8_KI270816v1_alt,202968,202970,down
ATIC,10908.0794699966,-0.188267539014367,0.0232423705042412,-8.10018663888057,5.48749352183223e-16,8.51927903633455e-15,chr2,215349653,215349655,down
YIPF3,7103.48914937601,-0.189080059237324,0.0302889293911586,-6.24254679970685,4.30502908340821e-10,4.20969186468531e-09,chr6,43512167,43512169,down
FAM225B,119.262905445567,-0.939334013396094,0.260431050363462,-3.60684339323265,0.0003099445952331,0.00139788958504,chr9,113111410,113111677,down
KCNS3,1841.11277220909,0.362849072055144,0.0673839162169229,5.38480237460609,7.25242880493279e-08,5.6606713962187e-07,chr2,17932482,17932484,up
ZNF254,16043.5413504671,0.123378182987587,0.0191632517631601,6.4382696899475,1.20843146788331e-10,1.2319045971155801e-09,chr19,24107236,24107238,up
NSMF,6340.95124841673,-0.130690265922535,0.0316546424986343,-4.12862871309234,3.649331350427e-05,0.0001941369548092,chr9,137449394,137449396,down
ZNF658B,6364.82104449355,0.299001413109681,0.0316019080219464,9.46149874564646,3.03560536740628e-21,6.44631891849614e-20,chr9,39464419,39464526,up
DLEU1,3171.34965803364,0.211376376212878,0.0481285222812042,4.39191494344774,1.12356656645309e-05,6.50075429521319e-05,chr13,50104704,50107218,up
TRIM5,10048.5744909942,0.120951299730198,0.0242285939482947,4.99208909886869,5.97296880134737e-07,4.15627967440185e-06,chr11,5664809,5664811,up
MRFAP1L1,17240.4785993188,-0.131029034435151,0.0184190314554758,-7.11378525802977,1.1290277521624299e-12,1.3589309322745798e-11,chr4,6709246,6709248,down
ALG8,4011.44994433263,-0.213083674031355,0.0416085679008271,-5.12114895516794,3.03679640910113e-07,2.19831910647799e-06,chr11,78100964,78100966,down
BMI1,10273.5476741801,-0.120699530189551,0.0266713304411053,-4.52544092076979,6.02697169079446e-06,3.63835816206093e-05,chr10,22329540,22329542,down
BMP6,1831.21819955488,-0.617075665012421,0.0635059865766584,-9.71681093824982,2.55663321077586e-22,5.77539737048744e-21,chr6,7880341,7880343,down
GAS5-AS1,564.859670223003,0.287579805659008,0.113647548554337,2.53045322417588,0.0113915272906687,0.0349183354728915,chr1,173863248,173863941,up
MIR6076,58.0794430954825,6.2974005561525,2.33470486636839,2.69730047975959,0.0069904161277291,0.0228522684947386,chr14,49966399,49966511,up
CRY2,2581.34658921351,-0.131553764428616,0.0551375657033158,-2.38591897829658,0.0170365039443988,0.0491118895841212,chr11,45872229,45872231,down
MOB1A,6210.3571315536,0.116966816579074,0.0334302969039533,3.49882673537494,0.0004673101433502,0.0020437607195288,chr2,74156568,74156570,up
MRPS9,18900.7323071992,0.255323738642186,0.0174309944620633,14.6476862922463,1.3938171657557898e-48,6.963278257254981e-47,chr2,105099759,105099761,up
RANBP9,16433.9400482128,0.116789259743779,0.0187769468935213,6.21982159325781,4.97720486309636e-10,4.82784295794061e-09,chr6,13622362,13622364,up
KIAA1841,2146.6346762098,0.324395992524485,0.0655478966368405,4.94899164075026,7.45989504688683e-07,5.12460925940172e-06,chr2,61122160,61122162,up
CCDC93,10390.9626483084,0.10624393383672,0.0251629917543255,4.22222980772773,2.4189728857444e-05,0.0001323895027039,chr2,117920343,117920345,up
SLC25A37,2317.35267414027,-0.187702751422635,0.0559153732191282,-3.35690778074649,0.0007881939708584,0.0032822814383572,chr8,23571853,23571855,down
NOP16,1888.60111527539,0.195317005599999,0.0613946098244656,3.18133800603071,0.0014659648233436,0.0057096436035626,chr5,176383981,176383983,up
TIGD7,6854.11990189169,0.202134533421864,0.0305010564400963,6.62713220503867,3.4227107414917496e-11,3.66665239365168e-10,chr16,3298965,3298967,up
UBE2B,2089.88423488825,-0.173459593089181,0.0581348638048075,-2.9837447228153,0.0028474422760318,0.0103650356741028,chr5,134390351,134390353,down
RPL19,120061.252640558,-0.189902247650675,0.0074422223732893,-25.5168736064979,1.28093168631723e-143,2.49573527432834e-141,chr17,39204646,39204648,down
FCGBP,1250.45819552672,-0.192250457830366,0.0769371305985163,-2.49879942668505,0.012461481886508,0.0377232701815887,chr19,39863487,39863489,down
KIF27,4507.29818617032,0.176328276773181,0.0392015380663323,4.49799384082377,6.85976841913275e-06,4.10296279159716e-05,chr9,83837001,83837003,up
MRPL15,5457.4681830149,-0.155454166409776,0.0344939005972626,-4.50671462832802,6.58390855757071e-06,3.95465829236434e-05,chr8,54147717,54147719,down
ZBTB43,62352.1293966114,0.448047026507229,0.0110886727603406,40.40583000246,0.0,0.0,chr9,126833911,126833913,up
MAF1,6863.78602211425,0.169600285295012,0.0316915886036662,5.35158673855157,8.71863290308706e-08,6.76106124678697e-07,chr8,144107107,144107109,up
KLHL29,601.825443090097,-0.265101628236473,0.110963615292546,-2.38908607598586,0.0168903446118849,0.0487446401528327,chr2,23706662,23706664,down
ZSCAN21,2617.5030405759,0.15061549418866,0.0547649456062073,2.75021717855205,0.0059555777959385,0.0198184438738885,chr7,100064615,100064617,up
MPHOSPH8,6807.12874874439,0.222012495524902,0.0305906709490517,7.25752291914945,3.94243201689105e-13,4.97576419816039e-12,chr13,19671873,19671875,up
GPATCH8,7769.35387878028,0.135371918152172,0.028993136926034,4.6691021567458,3.02518930118816e-06,1.91215026916544e-05,chr17,44397568,44397570,up
FAM72C,684.773272930784,0.380796450526598,0.103608309943363,3.67534660815101,0.0002375267190498,0.0011005734155259,chr1,143956387,143956389,up
LIMS3L,149.667179844129,3.04176511281716,0.533541964460164,5.70107941911337,1.19051151063996e-08,1.00905399218842e-07,chr2,110472597,110473075,up
VPS4B,17706.8747087127,0.188815556088133,0.0177112070717619,10.6607954682645,1.5526372034838e-26,4.26073170610949e-25,chr18,63390975,63390977,up
SPTLC3,5771.36928806203,0.332170067321154,0.0340436245551179,9.75718865608328,1.71853084083324e-22,3.92767451848499e-21,chr20,13164865,13164867,up
GPRASP1,1212.31785533469,-0.239067372322438,0.0778482096583725,-3.07094245804182,0.0021338426952887,0.0080145074919194,chrX,102658099,102658101,down
ACY1,5851.87401611003,-0.113102194384029,0.0338707598543109,-3.33922813868121,0.0008401153776633,0.00346884195805,chr3,51989073,51989075,down
RIPK2,2304.93831374322,-0.184879020451771,0.0568216765825741,-3.25367063365514,0.0011392428315674,0.0045590187459929,chr8,89790414,89790416,down
RINL,3739.40743239096,0.120983305924209,0.0430423628488414,2.81079610682817,0.0049419092101936,0.0168223496089295,chr19,38869104,38869106,up
ATP6V0D1,10963.1059648711,-0.148183470495773,0.0252406036886494,-5.87083701814985,4.336003761445161e-09,3.8313656819527e-08,chr16,67438528,67438530,down
TTC27,7821.26833676284,0.128159967124292,0.0281459555282887,4.55340615441113,5.27842241126317e-06,3.20384618864327e-05,chr2,32820936,32820938,up
SEPN1,2434.82832682888,-0.276490889446584,0.0552147357893417,-5.00755614409651,5.5125474650118e-07,3.84964504198651e-06,chr1,25815716,25815718,down
SPTLC2,28951.9565610871,0.102557521442554,0.0136384720267505,7.51972224171431,5.48927345476252e-14,7.43364946475963e-13,chr14,77512284,77512286,up
EIF1,13430.4341867761,-0.166884106660906,0.0209596889627882,-7.96214614430549,1.6908060162705e-15,2.55126750973942e-14,chr17,41690824,41690826,down
RNF24,2121.38079953753,-0.155672344405017,0.0579796663518012,-2.68494722719599,0.0072541259162508,0.0235611712141284,chr20,3934063,3934065,down
CCDC12,3666.11954926579,0.313022187175433,0.0432071674569226,7.2446819729045,4.3345508121241997e-13,5.4574025451195395e-12,chr3,46922057,46922059,up
MRPL45,15280.7997270379,-0.102197516298556,0.0195951408243151,-5.21545199469769,1.83369546185534e-07,1.36689675580771e-06,chr17_KI270857v1_alt,2357541,2357543,down
MRPL32,6223.616381969,0.136347289868003,0.0321174593317354,4.24527010246038,2.18330260411594e-05,0.0001205495490271,chr7,42937574,42937576,up
CD58,605.752897458689,0.353850300509647,0.109474827776394,3.23225263466411,0.0012281842007924,0.0048835987596305,chr1,116570903,116571093,up
PBOV1,490.053083717195,-0.627324354802055,0.123328676078304,-5.08660576558655,3.6452847092206e-07,2.60877193584121e-06,chr6,138217988,138217990,down
KL,34.5920961751694,-2.4266716600667,0.569912814550262,-4.25796998788608,2.0629163528869e-05,0.0001144701929243,chr13,33064184,33064186,down
CHD6,125251.708432422,0.208884894761126,0.0073240710177136,28.5203262305795,6.557395336867969e-179,1.64855034057679e-176,chr20,41404593,41404595,up
LMAN2L,3602.64865530167,0.32226928662486,0.0440873465802911,7.30979094053548,2.67558334420645e-13,3.4381135685198697e-12,chr2,96707256,96707258,up
BFAR,9194.15861564439,0.144641850177448,0.0260834642211108,5.54534662080588,2.93372408273831e-08,2.39538801873452e-07,chr16_KI270853v1_alt,240683,240685,up
PANX2,296.276749423729,-0.440118384308401,0.164513452194557,-2.67527292411266,0.007466843679635,0.0241263873205785,chr22,50179258,50179260,down
BTF3L4,21669.5108898864,0.174796411464227,0.0169747344250213,10.2974460211037,7.2356832580095905e-25,1.81907411197735e-23,chr1,52086756,52086758,up
SNORA49,1444.93788708368,0.852707578948668,0.0713272309940972,11.9548672654801,6.1231332909073295e-33,2.0306655022419703e-31,chr12,132031224,132031360,up
ZNF197,7795.43364670196,0.121588610310797,0.0281225059573128,4.32353398716872,1.53549470006313e-05,8.68423653479102e-05,chr3,44646523,44646525,up
NDUFS8,3183.1901257203,-0.139775830761295,0.0488798488860053,-2.85957984623218,0.0042420261402795,0.0146901713949206,chr11,68036591,68036593,down
LINC00327,100.848320314506,0.739762118302272,0.306624010406891,2.41260336175437,0.0158390456994248,0.0462674672632934,chr13,23486235,23487464,up
NUBPL,3779.00219320802,0.1106726078244,0.0425774140382586,2.59932666941569,0.0093406837238545,0.029335731856482,chr14,31859178,31859180,up
TRIM59,4426.04258307506,0.164235704280794,0.0394678538291197,4.16125247123572,3.16506936147114e-05,0.0001701757024396,chr3,160437972,160437974,up
TCF3,6493.48387351472,-0.118024003828578,0.0314358332537272,-3.75444171865825,0.0001737282608693,0.0008270929756171,chr19,1611707,1611709,down
PSMD7,19988.7353365513,0.113028354409463,0.0182748501751781,6.18491278046069,6.21368155322212e-10,5.96016334585066e-09,chr16,74305731,74305733,up
DNAJB6,6611.58488508892,0.105270711577984,0.0311547814933865,3.37895843051672,0.000727610092467,0.0030520071343605,chr7,157416096,157416098,up
SORD,33581.5911744828,-0.115524153676942,0.0132701330706297,-8.70557612814207,3.15965599032741e-18,5.687015926239421e-17,chr15,45073365,45075089,down
GNB4,3152.47672036648,-0.308005286599793,0.0508602145449863,-6.05591795778525,1.3961915232809402e-09,1.29615469168433e-08,chr3,179401213,179401215,down
PAXIP1-AS1,3030.39720435957,0.161047107166128,0.0490610902512181,3.28258312934923,0.0010286065262824,0.0041633056154671,chr7,155003433,155005703,up
RAC1,24986.8547315603,-0.169327409931614,0.0151187421281626,-11.1998345164045,4.08495838815905e-29,1.21049898091702e-27,chr7,6402444,6402446,down
TNFRSF19,47846.9133382108,0.14271658657726,0.0108572356135775,13.1448364626799,1.82199016457657e-39,7.51305838498808e-38,chr13,23673378,23673380,up
SVIL,9290.60068815926,0.192980545854636,0.0263683223089891,7.31865090214131,2.50476252827048e-13,3.22658954778115e-12,chr10,29458247,29458249,up
HRSP12,4367.64763996684,0.145731218699352,0.0404804496994289,3.60003951985266,0.0003181688192071,0.0014329088081425,chr8,98102842,98102844,up
TP73-AS1,4403.017371747,-0.121815925617928,0.0395533316312266,-3.07978925147628,0.0020714711599357,0.0078065814724175,chr1,3745607,3747373,down
KIF16B,3194.7418385152,0.121709019401763,0.04659268952974,2.61219132508064,0.0089963891685212,0.0283802303116253,chr20,16273253,16273255,up
COPE,6944.68934859391,-0.21708001861272,0.030840229556858,-7.03885871577268,1.9382077067248297e-12,2.29391370726802e-11,chr19,18899679,18899681,down
PDLIM1,393.04882518675,-0.378826949066848,0.14206392144118,-2.66659504555277,0.0076623936774984,0.0246509247164434,chr10,95237925,95237927,down
FGFR1OP2,7432.71214318337,0.272873591984926,0.0291535285568228,9.35988216496921,7.98256678581631e-21,1.67462003351977e-19,chr12,26964731,26964733,up
DIEXF,8271.21169388804,0.170999695385655,0.0284646969379417,6.00743073985525,1.88486281152775e-09,1.72718146051047e-08,chr1,209851445,209851447,up
CEBPG,17844.678196483,0.171169892174103,0.0177988812991906,9.61689048299267,6.785131068816789e-22,1.4958958694433802e-20,chr19,33379690,33379692,up
IP6K1,8139.87963603152,-0.103185095938372,0.0274286216143369,-3.7619497395537,0.0001685939322747,0.0008048617526392,chr3,49727122,49727124,down
