transcript_id,LNCaP_DHT_RNA_rep1_batch,LNCaP_DHT_RNA_rep2_batch,LNCaP_Veh_RNA_rep1_batch,LNCaP_Veh_RNA_rep2_batch
NR_023370_5,0.0,0.0,0.0,0.0
NR_023370_6,0.0,0.0,0.0,0.0
NR_023370_7,0.0,0.0,0.0,0.0
NR_023370_2,0.0,0.0,0.0,0.0
NR_023370_3,0.0,0.0,0.0,0.0
NR_023370_8,0.0,0.0,0.0,0.0
NR_023370_9,0.0,0.0,0.0,0.0
NM_004810,0.0,0.0,0.0,0.0
NM_004811,0.392509,0.450802,0.20933,0.379588
NM_004813,5.207489,5.341048,4.090129,4.364777
NM_004814,48.621822,48.185982,46.790585,46.270634
NM_004815,20.969175,21.147081,21.190819,21.657484
NM_004816,0.097736,0.109774,0.103057,0.101212
NR_106718,0.0,0.109488,0.0,0.0
NM_004818,23.711796,24.1159,23.334558,23.466599
NR_106716,0.0,0.0,0.0,0.0
NR_106715,0.000123,0.002204,0.000166,0.000289
NR_106714,0.0,0.0,0.0,0.0
NR_106713,0.133934,0.063498,0.0,0.0
NR_106712,0.0,0.0,0.0,0.0
NR_038369,0.0,0.0,0.0,0.0
NR_110062,0.167993,0.165709,0.151427,0.092343
NR_110063,0.003565,0.0,0.003282,0.0
NR_030292,0.0,0.0,0.0,0.0
NR_030293,0.0,0.0,0.0,0.0
NR_110066,0.158623,0.613229,0.030236,0.29913
NR_030295,0.035137,0.0,0.0,0.0
NR_110064,0.001277,0.0,0.001262,0.0
NR_030297,0.084742,0.047624,0.0,0.078951
NR_030298,0.025586,0.034222,0.0,0.0
NM_001288654,3.532684,0.0,3.713052,2.952451
NR_110068,0.0,0.0,0.0,0.0
NR_110069,0.318675,0.394601,0.660588,0.182515
NM_001294337,0.797747,1.146076,0.956705,0.923769
NM_006416,2.933464,2.89857,3.264584,3.396852
NM_006417,1.717323,1.558277,1.436226,1.559848
NM_006414,3.423621,4.242778,2.959403,2.722662
NM_001243168,0.0,0.0,0.020425,0.0
NM_006412,6.174835,6.837873,7.465523,6.811406
NM_006413,5.678246,5.948993,6.099848,5.533535
NM_001127328,7.012227,7.165604,6.781205,7.130391
NM_006411,2.983021,2.78292,1.070209,2.451724
NM_001206774,0.219607,0.161125,0.187181,0.110525
NM_001127325,1.593705,1.529807,1.333315,1.728597
NM_001127322,0.459557,0.423706,0.311373,0.358522
NM_001127323,0.0,0.0,0.0,0.0
NM_001127320,0.842498,0.281982,0.372643,0.37197
NM_001127321,0.455398,0.425955,0.281296,0.317982
NM_001171020,0.075819,0.140694,0.0,0.0
NM_001288808_2,0.108097,0.0,0.016759,0.10236
NM_138615,9.408407,5.931201,4.913312,11.390239
NM_001247987,0.063181,0.057594,0.044187,0.08194
NM_001171025,0.0,0.0,0.0,0.0
NM_001247989,1.135801,0.805557,0.850452,1.128751
NM_001247988,0.276783,0.898826,0.638375,0.873799
NM_024298,0.862499,0.876414,0.735955,0.756868
NM_024299,9.265735,9.083089,6.542405,6.773642
NM_030903_8,0.0,0.0,0.0,0.0
NM_024292,17.532526,17.700018,38.958618,15.849833
NM_014319,10.582346,9.063766,8.411258,7.612473
NM_024294,14.694273,14.730408,14.964013,14.185986
NM_024295,15.007977,14.320346,14.337776,14.427063
NM_024296,4.682917,4.281785,3.966501,5.207081
NM_024297,16.856207,16.070114,16.800699,15.943108
NR_030740,4.733539,5.180576,4.284679,4.823051
NR_030741,0.0,0.0,0.0,0.0
NM_016103,9.210159,7.384065,7.678145,7.469343
NM_001256299_3,0.017411,0.013296,0.051111,0.007528
NM_001256299_2,0.00946,0.016261,0.007549,0.019399
NM_001165923_2,0.0054,0.008621,0.120097,0.011264
NR_110737_10,0.0,0.0,0.0,0.0
NR_110737_11,0.0,0.0,0.0,0.0
NR_110737_12,0.0,0.0,0.0,0.0
NR_110737_13,0.0,0.0,0.0,0.0
NR_110737_14,0.0,0.0,0.0,0.0
NR_110737_15,0.0,0.0,0.0,0.0
NR_110737_16,0.0,0.0,0.0,0.0
NM_001202543,2.221372,2.286226,2.471826,2.383851
NR_110737_18,0.0,0.0,0.0,0.0
NM_001282136,0.0,0.0,0.0,0.0
NM_001282131,0.096729,0.093415,0.070758,0.07664
NM_001282130,0.168725,0.093863,0.056234,0.104422
NM_001286843,0.0,0.0,0.0,0.053458
NM_001286842,0.252214,0.353914,0.349093,0.357776
NM_001202546,7.042391,7.601997,7.324428,8.796756
NM_173175,2.430848,1.988327,0.0,2.139243
NM_001286841,0.047839,0.030541,0.07136,1.542379
NM_001202547,0.008404,0.021635,0.004242,0.00925
NM_001271919,2.008139,1.817776,2.170845,1.877466
NM_001271918,15.456567,17.205853,20.439457,18.338049
NM_001202544,2.426784,1.613939,2.490973,1.780877
NM_001271910,0.166983,0.0,0.0,0.0
NR_033840,0.0,0.0,0.0,0.0
NM_001126059,0.0,0.0,0.0,0.0
NM_001126058,0.0,0.0,0.0,0.0
NM_001126057,0.0,0.0,0.0,0.0
NM_001126056,0.0,0.0,0.0,0.0
NM_133169_5,0.0,0.0,0.0,0.0
NM_133169_4,0.0,0.0,0.0,0.0
NM_133169_3,0.0,0.0,0.0,0.0
NM_001017917,0.017478,0.017503,0.024244,0.024471
NM_001126051,0.531745,0.633814,0.58574,0.514089
NM_001126050,2.198188,2.374089,1.733103,2.16193
NM_148919_8,0.053845,0.0,0.070739,0.0
NM_001079528_2,0.271719,0.356511,0.239481,0.236925
NM_001171887,7.755733,9.620688,8.885882,8.064976
NM_148919_2,0.056646,0.0,0.078278,0.0
NM_148919_3,0.054369,0.074659,0.074105,0.0
NM_148919_4,0.011425,0.094226,0.068842,0.0
NM_148919_5,0.058127,0.047361,0.078278,0.0
NM_148919_6,0.011404,0.0,0.070241,0.0
NR_033845,0.011452,0.0,0.028864,0.011248
NM_001174083_7,0.151146,0.656126,0.268364,0.20634
NM_001127223,0.011474,0.009667,0.008571,0.003388
NM_001130009,1.160044,1.14073,0.635629,0.341786
NM_001174083_4,0.017234,0.306156,0.034442,0.440447
NM_001174083_3,0.092394,0.256551,0.181398,0.13319
NR_027998_2,0.015462,0.0,0.01258,0.0
NM_001127222,0.0,0.0,0.0,0.0
NM_001130003,0.0,0.0,0.0,0.0
NM_001130002,0.0,0.0,0.0,0.0
NR_111001,0.0011,0.0,0.003184,0.0
NR_111000,0.0,0.0,0.0,0.0
NM_001130007,0.523242,0.634235,0.503699,0.537244
NM_001130006,26.148952,29.916327,27.224707,29.807497
NM_001130005,0.0,0.0,4.384875,0.0
NM_001130004,7.315481,4.522196,4.835557,6.482704
NM_001242858,31.536951,36.400379,32.450005,43.404049
NM_001242859,8.575953,9.010015,8.203348,0.011596
NM_001134939,3.518267,2.75652,3.96357,3.573897
NM_001134938,8.54228,6.936826,10.130561,10.267668
NM_001242850,4.553135,3.936151,2.772867,2.063085
NM_001242851,0.682909,0.499328,0.071147,0.071592
NM_001242852,0.375768,0.549523,0.949738,0.881462
NM_001242853,1.156053,0.985687,1.225121,1.120389
NM_001242854,5.931396,6.776631,8.044784,8.002975
NM_001242855,4.117199,3.920488,2.42747,2.56739
NM_001242856,0.063536,0.156465,0.0,0.045076
NM_001242857,8.602808,9.905333,8.391273,0.0
NM_004326,8.285915,8.283169,8.128654,8.258475
NM_001127225,0.0,0.0,0.0,0.0
NM_004327,10.736552,9.843189,9.897355,8.845735
NM_001171888,0.875487,0.846341,0.592557,0.652905
NM_032681,0.0,0.0,0.0,0.0
NM_001278240,2.221228,1.3361,1.740024,1.854451
NM_014219_31,0.0,0.0,0.0,0.0
NM_001001552,0.0,0.0,0.0,0.0
NM_004323,5.132031,4.771179,4.169416,4.879776
NM_001201466,0.228433,0.0,0.27712,0.097615
NM_004159_8,0.033091,0.05682,0.00841,0.062791
NM_001001551,2.867836,2.30385,2.721152,5.381147
NM_079837,0.789786,0.776409,0.795684,0.834348
NM_079834,11.274558,11.262058,10.52551,10.236196
NM_001001132,10.442526,2.157215,6.831155,1.896049
NM_001297564,0.139586,0.522265,0.361115,0.370866
NM_019841_2,0.01531,0.014689,0.012719,0.009886
NM_001164756,0.209604,0.152351,0.138205,0.177522
NM_001135648_2,0.0,0.0,0.0,0.0
NM_014216_2,2.061167,2.149113,2.228846,1.787709
NM_001034837,0.0,0.0,0.0,0.0
NM_001034836,0.01268,0.009403,0.082733,0.026932
NR_110570,0.0,0.0,0.0,0.0
NM_001242867_8,0.0,0.0,0.0,0.0
NM_001034833,8.227297,8.787068,8.26344,6.644246
NM_001034832,0.044225,0.043987,0.051623,0.060094
NM_001242867_5,0.0,0.0,0.0,0.0
NM_001242867_4,0.0,0.0,0.0,0.0
NM_001242867_7,0.0,0.0,0.0,0.0
NM_001242867_6,0.0,0.0,0.0,0.0
NM_001034838,0.0,0.0,0.0,0.0
NM_001242867_3,0.0,0.0,0.0,0.0
NM_001242867_2,0.0,0.0,0.0,0.0
NM_004159_5,0.034973,0.032125,0.008461,0.06459
NR_126009,0.0,0.0,0.0,0.0
NR_126008,0.0,0.0,0.0,0.0
NR_126005,0.0,0.005896,0.0,0.0
NR_126004,0.030303,0.048723,0.028941,0.038599
NR_126007,0.027891,0.0,0.04787,0.043106
NM_001111298,0.003134,0.003708,0.005247,0.002504
NR_126001,0.0,0.0,0.0,0.0
NR_126000,0.0,0.0,0.0,0.0
NR_126003,0.0,0.0,0.0,0.0
NR_126002,0.121358,0.064857,0.058323,0.06264
NM_182666,11.812087,13.329216,9.284979,8.659382
NM_182664,0.277649,0.134235,0.209642,0.29879
NM_182665,1.493101,1.569023,1.423589,1.574707
NM_182662,0.177515,0.38229,0.127622,0.095499
NM_182663,0.157905,0.245767,0.426296,0.298162
NM_182660,0.119976,0.040683,0.150367,0.11858
NM_001300976,0.087074,0.094798,0.0,0.025806
NM_001300977,1.118771,1.004563,1.122115,0.762455
NM_001300974,0.0,0.0,0.0,0.078292
NM_001300975,0.977312,0.945352,0.789368,0.675283
NM_001300972,0.0,0.0,0.0,3.750767
NM_001300973,1.705877,1.037271,2.617309,0.382451
NM_001300970,0.237657,0.311889,0.174593,0.390717
NM_001300971,0.020005,0.047272,0.058109,0.126872
NM_181534,0.0,0.0,0.0,0.0
NM_001300978,0.235104,0.223231,0.215027,0.099161
NM_001300979,4.497938,4.590967,5.125783,5.251307
NM_198377,0.0,0.0,0.0,0.0
NM_198376,0.0,0.0,0.0,0.0
NM_022904,0.052973,0.061483,0.030308,0.043045
NM_001243894,0.0,0.623897,1.14675,1.210538
NM_022902,24.899899,24.665182,25.894739,26.633238
NM_001243892,5.57741,5.25414,5.906232,5.468221
NM_001243891,0.147616,0.14491,0.182243,0.289863
NM_022901,0.179639,0.179288,0.125981,0.165378
NR_128713_3,0.0,0.0,0.0,0.0
NR_128713_2,0.0,0.0,0.0,0.0
NM_015868_50,0.0,0.0,0.0,0.0
NM_015868_51,0.0,0.0,0.0,0.0
NR_128713_7,0.0,0.0,0.0,0.0
NR_128713_6,0.0,0.0,0.0,0.0
NR_128713_5,0.0,0.0,0.0,0.0
NR_128713_4,0.0,0.0,0.0,0.0
NM_001291462_9,0.0,0.0,0.0,0.0
NM_001010877_3,0.0,0.002195,0.0,0.0
NM_173178,0.0,0.0,0.0,0.0
NM_001010877_2,0.0,0.002195,0.0,0.0
NM_198089,0.888294,0.878277,0.789482,0.747049
NM_198088,0.249497,0.175088,1.091718,0.236508
NM_198085,0.190876,0.207564,0.11398,0.070333
NM_001010877_7,0.0,0.002228,0.0,0.0
NM_198087,0.143937,0.182297,0.386231,0.128957
NM_198086,0.867884,0.962224,1.18174,1.02762
NM_198081,0.0,0.0,0.0,0.0
NM_198080,0.339236,0.480959,0.0,0.261991
NM_198083,1.834397,0.846374,1.208298,1.273378
NM_198082,5.155389,3.954064,5.252289,3.951072
NM_001010877_5,0.0,0.002195,0.0,0.0
NM_181539,0.0,0.0,0.0,0.0
NM_001010877_4,0.0,0.002195,0.0,0.0
NR_049758,0.585553,0.273698,0.33837,0.412291
NM_004829_14,0.0,0.0,0.0,0.0
NM_181538,0.297097,0.304519,0.256354,0.230537
NM_001103175,2.716501,2.672242,2.619946,2.601855
NM_001303406,0.0,0.0,0.052317,0.0
NM_001303405,0.951381,0.018986,0.021015,0.694855
NM_001303404,0.889812,0.692424,0.58581,0.636871
NM_001303403,1.628631,1.053758,1.712757,0.0
NM_001303402,0.0,0.0,0.0,0.0
NM_001303401,0.625251,0.659657,0.721681,0.427964
NM_181661,0.0561,0.079329,0.005247,0.037322
NM_001024649,35.223938,36.373222,28.867645,28.684677
NM_001024647,0.006963,0.003726,0.006709,0.010438
NM_001024644,0.0,0.0,0.0,0.0
NR_024283,0.0,0.0,0.0,0.0
NR_024280,0.05996,0.052373,0.057729,0.019024
NR_024281,0.0,0.0,0.0,0.0
NR_024284,0.607589,0.586859,0.555984,0.610285
NM_025031,0.0,0.0,0.0,0.0
NM_002764,29.128283,28.423235,27.870018,27.538202
NM_002765,3.23471,4.417807,18.343674,17.055983
NM_002766,8.926733,8.704208,8.487733,8.668874
NM_002767,20.227303,20.20801,20.674162,21.217796
NM_031429,0.0,0.0,0.0,0.0
NM_002761,0.0,0.0,0.0,0.0
NM_002762,0.0,0.0,0.0,0.0
NM_002763,0.0,0.0,0.0,0.0
NM_001292019,0.06917,0.088803,0.121331,0.149143
NM_001292018,0.030847,0.040796,0.021433,0.046758
NM_031427,1.121792,0.923154,1.286941,1.372465
NM_031426,4.593297,5.656525,12.666409,11.986614
NM_002768,2.43976,3.02751,2.474867,6.909153
NM_031420,35.172169,47.526703,30.358616,29.223021
NM_031423,2.788733,2.784943,2.550771,2.260555
NM_031422,0.004216,0.0,0.0,0.0
NR_125729,0.016961,0.031547,0.032983,0.038551
NR_125728,0.013594,0.036204,0.037268,0.060687
NM_001278622_2,3.491826,3.848111,4.139839,4.018439
NR_125725,0.0,0.0,0.0,0.0
NR_125724,0.196035,0.156086,0.130895,0.171723
NR_125727,0.048891,0.137006,0.129403,0.156866
NM_001146333,0.446696,0.430622,0.48745,0.448685
NR_105013,0.0,0.0,0.0,0.0
NM_005286_2,0.0,0.0,0.0,0.0
NM_001025068,0.0,0.0,0.0,0.0
NM_001025069,0.0,0.0,0.0,0.0
NM_001130914_2,0.627068,0.0,0.0,1.005533
NM_001114759,0.0,0.0,0.0,0.0
NM_175058,2.239572,2.416362,2.191843,2.308702
NM_175053,0.0,0.0,0.0,0.0
NM_175052,0.630309,0.622712,0.778494,0.637207
NM_001114753,0.0,0.0,0.0,0.006062
NM_001114752,0.39414,0.013736,0.312507,0.0
NM_175057,0.0,0.0,0.0,0.0
NM_175056,0.75966,0.787092,0.586255,0.630785
NM_175055,2.758484,2.66065,2.443201,2.203434
NM_175054,73.91246,75.116928,72.560913,74.594795
NM_001145212,0.0,0.0,0.0,0.0
NM_001145210,0.912473,0.95984,0.775398,0.769132
NM_001145211,0.0,0.0,0.0,0.0
NM_001242395,0.011868,0.000101,5.1e-05,0.0
NM_001171905,0.002434,0.0,0.0,0.0
NR_105014,6.052131,5.838479,6.158761,5.726599
NM_207015,48.55957,48.922565,47.977673,49.936317
NM_207014,0.040242,0.041771,0.0,0.059942
NM_207013,0.66293,0.699122,0.879579,1.535899
NM_207012,9.696087,9.799547,9.882173,10.451038
NR_004435_2,0.0,0.0,0.0,0.0
NM_005236,8.052931,8.076273,8.174953,8.045371
NM_005235,0.029922,0.030787,0.032082,0.030138
NM_005234,13.276056,13.905543,12.075141,12.553958
NM_005233,5.888911,5.91434,5.609956,5.746143
NM_032199,20.538828,20.747019,13.227497,13.078183
NM_005231,55.389793,55.966293,54.866367,55.844181
NM_005230,1.528212,1.606277,1.471312,1.393928
NM_032194,22.307919,22.775675,24.022284,23.927391
NM_032195,0.345087,0.723753,0.732288,0.382403
NM_001302464,0.0,0.0,0.0,0.0
NM_001302465,0.0,0.0,0.0,0.0
NM_001291815,0.010219,0.008493,0.006587,0.005181
NM_032192,0.742139,0.588372,0.738401,0.760561
NM_005238,0.189457,0.140751,0.116099,0.115962
NM_001101426,0.000241,0.002071,0.0,0.002744
NR_001540,0.0,0.0,0.0,0.0
NM_001102576,20.010942,19.204231,19.522791,20.45994
NR_001541,0.0,0.0,0.0,0.0
NM_001303419,0.0,0.0,0.0,0.0
NR_001543,0.0,0.0,0.0,0.0
NM_001243738_3,0.037735,0.018957,0.028286,0.043252
NM_001099733,0.0,0.0,0.0,0.0
NR_108110,0.195484,0.25989,0.0,0.0
NM_001159554,0.0,0.0,0.0,0.0
NM_020742,0.789016,0.710047,0.810435,0.639232
NR_111947,0.028062,0.036722,0.033395,0.026378
NR_111944,4.636415,3.243595,304.845917,2.168616
NR_111945,0.0,0.0,0.0,0.0
NR_111942,1.699845,1.763303,1.458593,1.700618
NR_111943,71.518829,58.887104,38.122498,38.728142
NR_111940,0.758757,1.324044,1.520403,0.955587
NR_111941,0.039726,0.197152,0.183327,0.142259
NR_024079,2.113997,2.356488,2.435497,2.53522
NR_111948,0.007939,0.004715,0.008663,0.008019
NR_111949,0.0,0.0,0.0,0.0
NM_001161529,0.005008,0.004539,0.0,0.0
NR_037883,0.0,0.0,0.0,0.0
NR_024075,0.002787,0.005209,0.0,0.0
NR_073136,0.171702,0.190972,0.208115,0.299602
NR_003071,0.22809,0.046526,0.163578,0.048517
NM_001008410,0.164844,0.223484,0.172732,0.49576
NM_018919,0.51819,0.299671,0.454461,0.0
NM_001220489,0.0,0.0,0.0,0.0
NM_001220488,0.048151,0.047783,0.071404,0.081309
NM_018914,0.0,0.428314,0.0,0.261633
NM_018915,0.0,0.0,0.0,1.147473
NM_018916,0.0,0.747999,0.0,0.0
NM_001220484,0.0,0.0,0.0,0.0
NM_018910,0.0,0.0,0.0,0.0
NM_001220482,0.0,0.0,0.0,0.0
NM_018912,0.0,0.0,0.0,0.0
NM_001220480,0.223959,0.208385,0.174221,0.155308
NM_014260_4,1.691485,2.109456,1.647637,1.123062
NM_001142463,0.0,9.224395,8.429171,0.0
NM_001197238,0.495141,0.81737,0.429209,0.449892
NM_001305115,0.0,0.0,0.0,0.0
NM_019063,18.49715,18.188416,19.08391,18.929012
NM_019062,0.0,0.0,0.0,0.008306
NM_001113561,2.133825,2.132769,2.14128,2.148798
NM_019060,0.0,0.0,0.0,0.0
NM_001113567,2.640693,3.055619,1.983022,3.279087
NM_019066,0.0,0.0,0.0,0.0
NM_019065,0.018347,0.036249,0.019353,0.0
NM_019069,8.812612,8.729255,9.355936,9.380392
NM_206949_2,1.29743,0.665578,1.883743,0.810025
NM_001270707,0.007221,0.0,0.000214,0.0
NM_005155_2,0.15511,0.126779,0.110076,0.096108
NR_102327_5,0.061229,0.134538,0.11531,0.120657
NM_001291696_36,0.0,0.0,0.0,0.0
NM_001164752,0.144837,0.139508,0.17866,0.142936
NM_001304443,6.230323,3.31914,4.526081,4.142321
NM_001304441,0.0,0.0,0.0,0.0
NM_001304446,0.189623,0.204943,0.2119,0.170501
NM_001244734_2,8.197,7.951481,8.361556,8.368082
NM_001304444,0.0,5.349869,7.462394,6.924788
NM_001304445,0.053635,4.305883,0.040261,3.73385
NR_003245,0.0,0.0,0.040134,0.015329
NR_003244,0.003302,0.007236,0.0,0.011472
NM_001304448,0.0,0.0,0.0,0.0
NR_003246,0.197944,0.197288,0.216641,0.223438
NM_001290325,0.716513,1.079336,0.341218,0.295302
NM_001290327,3.022738,1.939978,2.843832,2.888605
NR_003242,1.842503,1.80304,1.800938,1.784493
NM_001278284,1.251838,0.552601,0.544538,0.571482
NM_001278285,0.444898,0.424221,0.533428,0.563725
NM_001278286,0.01028,1.423393,1.611757,1.745385
NM_001278287,0.683691,0.377209,0.339586,0.285589
NM_001278280,3.954284,4.029425,4.220218,4.285848
NM_001278281,0.09989,0.026032,0.040502,0.038077
NM_001278282,0.0,1.348828,0.0,0.003931
NM_001278283,0.035658,1.585704,1.807251,1.882283
NM_033185_2,0.0,0.0,0.0,0.0
NM_001278288,2.185167,1.391497,1.639964,1.691428
NM_001278289,2.207848,1.649427,2.200594,2.122541
NM_001444,0.0,0.084271,0.14816,0.070637
NM_001445,0.032276,0.031255,0.055036,0.183097
NM_001446,0.0,0.0,0.0,0.018603
NM_001282549,0.786812,0.346625,0.647121,0.35797
NM_001440,7.849868,7.896695,7.973032,7.781928
NM_001441,22.204136,22.196749,18.262598,18.755283
NM_001442,0.0,0.0,0.0,0.0
NM_001443,0.0,0.0,0.0,0.0
NM_001448,1.008208,0.998028,0.793782,0.788811
NM_001449,0.0,0.0,0.0,0.0
NM_001164262,0.054204,0.064503,0.046903,0.03498
NM_001304999,11.372471,11.224548,10.784279,11.08112
NM_000315,0.083731,0.049301,0.032449,0.0
NM_001164261,0.0,0.0,0.0,0.0
NM_001164266,0.664054,0.0,0.621615,0.0
NM_000312,0.0,0.0,0.015316,0.008516
NM_000311,1.362736,2.791376,1.644344,1.562266
NM_000310,12.525584,12.053041,11.636125,11.507753
NM_001304990,0.0,0.0,0.0,0.0
NM_003020_2,0.0,0.0,0.0,0.0
NM_001304993,6.167712,6.211317,5.405037,5.677826
NM_001304994,2.238393,3.029187,2.828351,3.295608
NM_001304995,1.982031,2.147532,2.362238,2.77226
NM_000319,1.528882,1.027504,1.46718,0.901476
NM_001304997,2.05632,1.490158,1.903193,1.97433
NM_138788,8.829888,8.169023,7.863914,7.72885
NM_138789,1.890499,2.26012,2.202285,2.212868
NM_001257990,3.114273,2.843244,2.17284,2.440119
NM_001282543,2.435127,2.362808,4.747763,4.693814
NM_138780,0.0,0.0,0.0,0.0
NM_001257997,0.0,0.227862,0.123434,0.0
NM_138782,3.164186,3.77611,3.343757,4.531227
NM_138783,1.726393,1.813271,2.182649,1.963943
NR_029395,0.0,0.0,0.0,0.0
NM_138786,0.0,0.006541,0.0,0.0
NM_138787,3.722886,3.897124,3.913872,4.346464
NR_029394,0.004769,0.054658,0.026576,0.014226
NM_001257995,0.0,0.0,0.0,0.0
NM_001277397,0.0,0.025595,0.010845,0.010134
NM_001282546,5.819616,5.848184,4.196274,2.193626
NR_046811,0.086568,0.080637,0.077498,0.024444
NM_001257994,0.035666,0.024124,0.045195,0.039387
NR_046817,0.196901,0.178676,0.175112,0.137409
NR_046816,0.074152,0.015711,0.084479,0.073855
NM_001303512,0.0,0.338961,0.28844,0.0
NM_001018160,1.840842,1.886016,1.939214,1.868706
NM_001306137,0.0,0.0,0.0,0.0
NM_001282544,0.0,0.0,0.0,0.0
NM_001282545,0.074213,0.082857,0.084625,0.099734
NR_130940,8.671151,9.213358,9.672829,8.762487
NM_001145149_2,0.361004,0.488782,0.654236,0.338162
NM_153499,0.286822,0.47312,0.139026,0.130346
NM_153498,1.018267,1.047908,0.974723,0.601136
NM_173042,0.0,0.26297,0.0,0.0
NM_153490,0.0,0.0,0.0,0.0
NM_153497,0.0,0.001574,0.003453,0.025661
NM_173044,0.0,0.057712,0.0,0.0
NR_120461,0.383382,0.441339,0.55213,0.409929
NM_001297672,0.284181,0.246153,0.0,0.459973
NM_001297673,2.261974,1.714735,1.828436,2.4726
NM_001297670,1.186774,0.575682,1.018874,1.025985
NM_001297671,0.580622,0.911111,0.624812,0.425568
NM_001297674,3.774014,4.300682,4.295524,3.658775
NM_001161521,0.0,0.0,0.0,0.0
NM_001195291,0.118405,0.124948,0.160619,0.083171
NM_001195290,0.0,0.0,0.0,0.0
NM_001195297,4.24659,4.358527,4.327978,6.081345
NM_001195296,5.229706,4.418971,4.832148,4.491098
NR_120465,0.0,0.0,0.0,0.0
NM_006770,0.0,0.0,0.0,0.0
NR_073386,0.191179,0.191272,0.228346,0.222497
NM_006258,0.027392,0.031561,0.011156,0.022165
NM_006259,0.175433,0.121023,0.16331,0.116951
NM_206955_2,8.80239,9.141145,7.614852,8.045189
NR_120467,0.0,0.0,0.0,0.0
NM_021903_7,0.002613,0.001272,0.0,0.000246
NM_006251,59.881344,60.327515,64.96315,61.763954
NM_006252,6.533782,6.50972,6.686462,6.860309
NM_006253,4.091744,3.937034,4.070267,4.012868
NM_006254,2.513858,2.263114,2.614129,2.697301
NM_006255,5.674109,6.016549,5.193032,5.220026
NM_006256,20.859909,21.319212,21.701374,22.210447
NM_006257,0.0,0.0,0.0,0.0
NR_034081,0.0,0.0,0.0,0.0
NR_034080,3.083009,3.082655,3.102501,2.752663
NR_034083,0.110435,0.064559,0.119776,0.081469
NR_034082,0.174186,0.09679,0.163453,0.165967
NR_034085,2.313818,2.245384,2.051537,2.179175
NM_001002010,3.927903,4.039751,3.476386,3.988115
NM_001011705,0.0,0.0,0.0,0.0
NR_034089,3.986323,4.014555,4.447441,4.498927
NR_034088,0.042875,0.101375,0.052923,0.038395
NM_001011708,12.813764,11.265331,15.535832,25.191162
NM_001011709,0.0,0.026016,0.0,0.0
NM_001256022,0.0,0.0,0.0,0.0
NM_001002018,0.014807,0.0,0.0,0.880256
NM_001002019,0.096591,0.18145,0.525106,0.598476
NR_073388,0.146926,0.202503,0.155803,0.126901
NM_001195741,0.428562,0.58181,1.082527,0.493963
NM_001195740,0.496886,0.536732,0.0,0.463893
NM_005940,0.57518,0.649695,0.591576,0.565602
NM_001291530,0.0,0.0,0.0,0.0
NM_001080379,0.040147,0.016638,0.05533,0.093668
NM_005943,0.021422,0.421276,0.502964,0.033655
NM_032949,0.0,0.0,0.0,0.0
NM_001199672,0.846133,0.099714,0.050292,0.048989
NM_001161566,0.0,0.0,0.0,0.0
NM_032946,0.0,0.0,0.0,0.0
NM_001161564,0.0,0.0,0.0,0.0
NM_001161565,0.0,0.0,0.0,0.0
NM_001199679,0.0,0.731179,0.0,0.0
NM_001161563,0.0,0.0,0.0,0.0
NM_032941,4.994917,5.246932,4.773588,5.194072
NM_032940,17.944279,17.545765,18.323267,19.295401
NM_003159,3.397893,3.444834,3.657067,3.774801
NM_003154,0.0,0.0,0.0,0.0
NM_003155,0.081937,0.081681,0.088922,0.09073
NM_003156,20.675806,20.88257,19.706417,19.924458
NM_003157,21.015535,21.181597,21.566231,21.544363
NM_003150,14.710955,13.309191,12.909183,13.954833
NM_003151,0.0,0.0,0.0,0.0
NM_003152,0.317216,0.105521,0.386237,0.163559
NM_003153,0.0,0.006987,0.008822,0.0
NM_001002760_3,0.0,0.0,0.0,0.0
NM_001002760_2,0.0,0.0,0.0,0.0
NR_024228_10,0.0,0.0,0.0,0.0
NR_045493,0.143383,0.162354,0.136577,0.136011
NM_003776,23.215412,23.156183,23.459036,25.561583
NM_001098376,0.0,0.008867,0.0,0.0
NM_001257342,1.159072,1.381051,1.458651,1.353642
NM_001257343,1.415838,0.601197,1.469411,1.532497
NM_001190801,0.185167,0.038773,0.004417,0.058598
NM_005155,0.113272,0.129329,0.095289,0.097739
NM_145265,18.551933,18.065149,19.471804,19.048275
NM_001271166,0.0,0.0,0.0,0.0
NR_033884,0.393655,0.3066,0.372027,0.335208
NR_033885,0.270463,0.229034,0.149252,0.111984
NM_001040445,4.68079,4.696241,4.255257,4.189059
NR_033887,0.0446,0.06048,0.034041,0.044544
NM_001040443,0.276483,0.258878,0.364035,0.371669
NM_001278919,0.0,0.022271,0.0,0.0
NM_001040441,3.446155,3.504616,3.237535,3.301528
NR_033883,0.0,0.0,0.0,0.005249
NM_001278914,0.0,0.0,0.0,0.0
NM_001278915,0.045637,0.0,0.0,0.060917
NM_001278916,0.0,0.0,0.017279,0.021771
NM_001278917,0.0,0.0,0.0,0.0
NR_033888,0.0,0.0,0.0,0.0
NM_001278911,0.0,0.0,0.0,0.0
NM_001278912,0.0,0.0,0.0,0.0
NM_001040448,0.0,0.0,0.0,0.0
NM_013241,2.116689,2.158131,1.944214,2.065312
NM_013240,2.414594,2.558695,2.880553,3.222635
NM_013243,0.068158,0.083396,0.083965,0.057496
NM_013242,31.408863,32.547344,31.840191,31.266819
